FechaPublicacion,Fecha,CodigoDuracion,CodigoEmbalse,RegionHidrologica,VolumenUtilDiarioMasa,VolumenTotalMasa
2025-04-14,2025-04-13,P1D,SANLOREN,Antioquia,90430000,107070000
2025-04-14,2025-04-13,P1D,CALIMA1,Valle,231580000,335940000
2025-04-14,2025-04-13,P1D,SALVAJIN,Valle,345780000,437230000
2025-04-14,2025-04-13,P1D,ESMERALD,Oriente,195487000,216197000
2025-04-14,2025-04-13,P1D,SOGAMOSO,Centro,1612380000,2178010000
2025-04-14,2025-04-13,P1D,CHUZA,Oriente,81113000,91433000
2025-04-14,2025-04-13,P1D,SISGA,CENTRO,51025000,51025000
2025-04-14,2025-04-13,P1D,RIOGRAN2,Antioquia,90250000,137890000
2025-04-14,2025-04-13,P1D,PENOL,Antioquia,683660000,761500000
2025-04-14,2025-04-13,P1D,TOMINE,CENTRO,280214000,280214000
2025-04-14,2025-04-13,P1D,TRONERAS,Antioquia,20770000,29220000
2025-04-14,2025-04-13,P1D,MUNA,Centro,11630000,11710000
2025-04-14,2025-04-13,P1D,AGREGADO,Centro,420238000,420238100
2025-04-14,2025-04-13,P1D,ELQUIMBO,Centro,1621645000,2086465000
2025-04-14,2025-04-13,P1D,PORCE2,Antioquia,53860000,92650000
2025-04-14,2025-04-13,P1D,NEUSA,CENTRO,88999000,88999100
2025-04-14,2025-04-13,P1D,GUAVIO,Oriente,245879000,488639000
2025-04-14,2025-04-13,P1D,PRADO,Centro,439120000,769910000
2025-04-14,2025-04-13,P1D,PLAYAS,Antioquia,53380000,72950000
2025-04-14,2025-04-13,P1D,MIRAFLOR,Antioquia,5380000,10700000
2025-06-30,2025-06-29,P1D,ITUANGO,Antioquia,116290000,1415290000
2025-06-30,2025-06-29,P1D,PORCE3,Antioquia,77020000,106470000
2025-06-30,2025-06-29,P1D,PUNCHINA,Antioquia,37670000,51650000
2025-06-30,2025-06-29,P1D,BETANIA,Centro,696455000,1151955000
2025-06-30,2025-06-29,P1D,URRA1,Caribe,1095640000,1449650000
2025-06-30,2025-06-29,P1D,SALVAJIN,Valle,647020000,738470000
2025-06-30,2025-06-29,P1D,ESMERALD,Oriente,540561000,561271000
2025-06-30,2025-06-29,P1D,SOGAMOSO,Centro,2658590000,3223220000
2025-06-30,2025-06-29,P1D,CHUZA,Oriente,172937000,183257000
2025-06-30,2025-06-29,P1D,SISGA,CENTRO,83749000,83749000
2025-06-30,2025-06-29,P1D,TOMINE,CENTRO,325466000,325466000
2025-06-30,2025-06-29,P1D,TRONERAS,Antioquia,15720000,24170000
2025-06-30,2025-06-29,P1D,MUNA,Centro,11840000,11920000
2025-06-30,2025-06-29,P1D,AGREGADO,Centro,505180000,505180100
2025-06-30,2025-06-29,P1D,ELQUIMBO,Centro,2213109000,2677929000
2025-06-30,2025-06-29,P1D,PORCE2,Antioquia,57250000,96040000
2025-06-30,2025-06-29,P1D,PRADO,Centro,477880000,808670000
2025-06-30,2025-06-29,P1D,ALTOANCH,Valle,5750000,12070000
2025-06-30,2025-06-29,P1D,MIEL1,Caldas,353920000,400200000
2025-06-30,2025-06-29,P1D,SANLOREN,Antioquia,146550000,163410000
2025-06-30,2025-06-29,P1D,PENOL,Antioquia,989090000,1066930000
2025-06-30,2025-06-29,P1D,CALIMA1,Valle,353360000,457720000
2025-06-30,2025-06-29,P1D,NEUSA,CENTRO,95965000,95965100
2025-06-30,2025-06-29,P1D,PLAYAS,Antioquia,48650000,68220000
2025-06-30,2025-06-29,P1D,RIOGRAN2,Antioquia,139020000,186660000
2025-06-30,2025-06-29,P1D,GUAVIO,Oriente,502471000,745231000
2025-06-30,2025-06-29,P1D,MIRAFLOR,Antioquia,32270000,37590000
2025-05-18,2025-05-17,P1D,ALTOANCH,Valle,15060000,21380000
2025-05-18,2025-05-17,P1D,PORCE3,Antioquia,78930000,108380000
2025-05-18,2025-05-17,P1D,PUNCHINA,Antioquia,26830000,40810000
2025-05-18,2025-05-17,P1D,BETANIA,Centro,570520000,1026020000
2025-05-18,2025-05-17,P1D,URRA1,Caribe,1018030000,1372040000
2025-05-18,2025-05-17,P1D,SANLOREN,Antioquia,138910000,155770000
2025-05-18,2025-05-17,P1D,CALIMA1,Valle,294360000,398720000
2025-05-18,2025-05-17,P1D,SISGA,CENTRO,56663000,56663000
2025-05-18,2025-05-17,P1D,RIOGRAN2,Antioquia,141440000,189080000
2025-05-18,2025-05-17,P1D,PORCE2,Antioquia,62750000,101540000
2025-05-18,2025-05-17,P1D,PLAYAS,Antioquia,57550000,77120000
2025-05-18,2025-05-17,P1D,MIRAFLOR,Antioquia,2440000,7760000
2025-05-18,2025-05-17,P1D,ITUANGO,Antioquia,126780000,1425780000
2025-05-18,2025-05-17,P1D,SALVAJIN,Valle,558280000,649730000
2025-05-18,2025-05-17,P1D,ESMERALD,Oriente,298751000,319461000
2025-05-18,2025-05-17,P1D,SOGAMOSO,Centro,2452190000,3016820000
2025-05-18,2025-05-17,P1D,MIEL1,Caldas,397680000,443960000
2025-05-18,2025-05-17,P1D,CHUZA,Oriente,105851000,116171000
2025-05-18,2025-05-17,P1D,TOMINE,CENTRO,284203000,284203000
2025-05-18,2025-05-17,P1D,PENOL,Antioquia,808000000,885840000
2025-05-18,2025-05-17,P1D,MUNA,Centro,11980000,12060000
2025-05-18,2025-05-17,P1D,NEUSA,CENTRO,96424000,96424100
2025-05-18,2025-05-17,P1D,TRONERAS,Antioquia,22270000,30720000
2025-05-18,2025-05-17,P1D,AGREGADO,Centro,437290000,437290100
2025-05-18,2025-05-17,P1D,ELQUIMBO,Centro,1941021000,2405841000
2025-05-18,2025-05-17,P1D,GUAVIO,Oriente,368396000,611156000
2025-05-18,2025-05-17,P1D,PRADO,Centro,472980000,803770000
2025-08-09,2025-08-08,P1D,ALTOANCH,Valle,1970000,8290000
2025-08-09,2025-08-08,P1D,ITUANGO,Antioquia,29270000,1328270000
2025-08-09,2025-08-08,P1D,MIEL1,Caldas,319550000,365830000
2025-08-09,2025-08-08,P1D,PORCE3,Antioquia,103130000,132580000
2025-08-09,2025-08-08,P1D,PUNCHINA,Antioquia,20170000,34150000
2025-08-09,2025-08-08,P1D,BETANIA,Centro,666570000,1122070000
2025-08-09,2025-08-08,P1D,URRA1,Caribe,895580000,1249590000
2025-08-09,2025-08-08,P1D,SANLOREN,Antioquia,151140000,168000000
2025-08-09,2025-08-08,P1D,CALIMA1,Valle,374010000,478370000
2025-08-09,2025-08-08,P1D,SALVAJIN,Valle,567740000,659190000
2025-08-09,2025-08-08,P1D,ESMERALD,Oriente,533920000,554630000
2025-08-09,2025-08-08,P1D,SOGAMOSO,Centro,2496980000,3061610000
2025-08-09,2025-08-08,P1D,CHUZA,Oriente,198790000,209110000
2025-08-09,2025-08-08,P1D,SISGA,CENTRO,92280000,92280000
2025-08-09,2025-08-08,P1D,PENOL,Antioquia,930310000,1008150000
2025-08-09,2025-08-08,P1D,TOMINE,CENTRO,390150000,390150000
2025-08-09,2025-08-08,P1D,MUNA,Centro,4790000,4870000
2025-08-09,2025-08-08,P1D,AGREGADO,Centro,579960000,579960100
2025-08-09,2025-08-08,P1D,ELQUIMBO,Centro,2185390000,2650210000
2025-08-09,2025-08-08,P1D,PORCE2,Antioquia,57330000,96120000
2025-08-09,2025-08-08,P1D,NEUSA,CENTRO,97530000,97530100
2025-08-09,2025-08-08,P1D,GUAVIO,Oriente,508800000,751560000
2025-08-09,2025-08-08,P1D,PRADO,Centro,382200000,710020000
2025-08-09,2025-08-08,P1D,TRONERAS,Antioquia,9500000,17950000
2025-08-09,2025-08-08,P1D,PLAYAS,Antioquia,48940000,68510000
2025-08-09,2025-08-08,P1D,RIOGRAN2,Antioquia,130800000,178440000
2025-08-09,2025-08-08,P1D,MIRAFLOR,Antioquia,54640000,59960000
2025-06-21,2025-06-20,P1D,ALTOANCH,Valle,16480000,22800000
2025-06-21,2025-06-20,P1D,ITUANGO,Antioquia,114220000,1413220000
2025-06-21,2025-06-20,P1D,MIEL1,Caldas,388910000,435190000
2025-06-21,2025-06-20,P1D,PORCE3,Antioquia,111420000,140870000
2025-06-21,2025-06-20,P1D,BETANIA,Centro,698834000,1154334000
2025-06-21,2025-06-20,P1D,URRA1,Caribe,1024990000,1379000000
2025-06-21,2025-06-20,P1D,SANLOREN,Antioquia,151800000,168660000
2025-06-21,2025-06-20,P1D,CALIMA1,Valle,340910000,445270000
2025-06-21,2025-06-20,P1D,SALVAJIN,Valle,614940000,706390000
2025-06-21,2025-06-20,P1D,ESMERALD,Oriente,490651000,511361000
2025-06-21,2025-06-20,P1D,SOGAMOSO,Centro,2662900000,3227530000
2025-06-21,2025-06-20,P1D,RIOGRAN2,Antioquia,144300000,191940000
2025-06-21,2025-06-20,P1D,PENOL,Antioquia,944500000,1022340000
2025-06-21,2025-06-20,P1D,MUNA,Centro,11073000,11153000
2025-06-21,2025-06-20,P1D,ELQUIMBO,Centro,2224254000,2689074000
2025-06-21,2025-06-20,P1D,PORCE2,Antioquia,56860000,95650000
2025-06-21,2025-06-20,P1D,NEUSA,CENTRO,95506000,95506100
2025-06-21,2025-06-20,P1D,GUAVIO,Oriente,510128000,752888000
2025-06-21,2025-06-20,P1D,PRADO,Centro,489780000,820570000
2025-06-21,2025-06-20,P1D,MIRAFLOR,Antioquia,26690000,32010000
2025-06-21,2025-06-20,P1D,PUNCHINA,Antioquia,33640000,47620000
2025-06-21,2025-06-20,P1D,CHUZA,Oriente,164050000,174370000
2025-06-21,2025-06-20,P1D,SISGA,CENTRO,79273000,79273000
2025-06-21,2025-06-20,P1D,TOMINE,CENTRO,315694000,315694000
2025-06-21,2025-06-20,P1D,TRONERAS,Antioquia,15570000,24020000
2025-06-21,2025-06-20,P1D,AGREGADO,Centro,490473000,490473100
2025-06-21,2025-06-20,P1D,PLAYAS,Antioquia,49770000,69340000
2025-09-06,2025-09-05,P1D,ITUANGO,Antioquia,75800000,1374800000
2025-09-06,2025-09-05,P1D,MIEL1,Caldas,326520000,374530000
2025-09-06,2025-09-05,P1D,PORCE3,Antioquia,102850000,132300000
2025-09-06,2025-09-05,P1D,PUNCHINA,Antioquia,17000000,30980000
2025-09-06,2025-09-05,P1D,BETANIA,Centro,622120000,1077620000
2025-09-06,2025-09-05,P1D,URRA1,Caribe,976010000,1330020000
2025-09-06,2025-09-05,P1D,SANLOREN,Antioquia,141500000,158360000
2025-09-06,2025-09-05,P1D,CALIMA1,Valle,375250000,479610000
2025-09-06,2025-09-05,P1D,SALVAJIN,Valle,410010000,501460000
2025-09-06,2025-09-05,P1D,ESMERALD,Oriente,559560000,580270000
2025-09-06,2025-09-05,P1D,SOGAMOSO,Centro,2555200000,3119830000
2025-09-06,2025-09-05,P1D,CHUZA,Oriente,193060000,203380000
2025-09-06,2025-09-05,P1D,SISGA,Centro,85900000,85900000
2025-09-06,2025-09-05,P1D,RIOGRAN2,Antioquia,124320000,171960000
2025-09-06,2025-09-05,P1D,PENOL,Antioquia,974480000,1052320000
2025-09-06,2025-09-05,P1D,TOMINE,Centro,403900000,403900000
2025-09-06,2025-09-05,P1D,MUNA,Centro,12120000,12200000
2025-09-06,2025-09-05,P1D,AGREGADO,Centro,11297760000,15545450000
2025-09-06,2025-09-05,P1D,PORCE2,Antioquia,75420000,114210000
2025-09-06,2025-09-05,P1D,GUAVIO,Oriente,519970000,762730000
2025-09-06,2025-09-05,P1D,MIRAFLOR,Antioquia,70210000,75530000
2025-09-06,2025-09-05,P1D,ALTOANCH,Valle,11330000,17650000
2025-09-06,2025-09-05,P1D,TRONERAS,Antioquia,15490000,23940000
2025-09-06,2025-09-05,P1D,ELQUIMBO,Centro,2272380000,2737200000
2025-09-06,2025-09-05,P1D,NEUSA,Centro,95320000,95320000
2025-09-06,2025-09-05,P1D,PRADO,Centro,237190000,565010000
2025-09-06,2025-09-05,P1D,PLAYAS,Antioquia,44850000,64420000
2025-05-19,2025-05-18,P1D,PORCE3,Antioquia,81140000,110590000
2025-05-19,2025-05-18,P1D,PRADO,Centro,479930000,810720000
2025-05-19,2025-05-18,P1D,ALTOANCH,Valle,16100000,22420000
2025-05-19,2025-05-18,P1D,ITUANGO,Antioquia,119460000,1418460000
2025-05-19,2025-05-18,P1D,MIEL1,Caldas,405790000,452070000
2025-05-19,2025-05-18,P1D,PUNCHINA,Antioquia,35770000,49750000
2025-05-19,2025-05-18,P1D,BETANIA,Centro,548758000,1004258000
2025-05-19,2025-05-18,P1D,URRA1,Caribe,1030180000,1384190000
2025-05-19,2025-05-18,P1D,SANLOREN,Antioquia,139380000,156240000
2025-05-19,2025-05-18,P1D,CALIMA1,Valle,297140000,401500000
2025-05-19,2025-05-18,P1D,SALVAJIN,Valle,567120000,658570000
2025-05-19,2025-05-18,P1D,ESMERALD,Oriente,311227000,331937000
2025-05-19,2025-05-18,P1D,SOGAMOSO,Centro,2504980000,3069610000
2025-05-19,2025-05-18,P1D,CHUZA,Oriente,106638000,116958000
2025-05-19,2025-05-18,P1D,SISGA,CENTRO,57554000,57554000
2025-05-19,2025-05-18,P1D,RIOGRAN2,Antioquia,141270000,188910000
2025-05-19,2025-05-18,P1D,PENOL,Antioquia,813820000,891660000
2025-05-19,2025-05-18,P1D,TOMINE,CENTRO,285204000,285204000
2025-05-19,2025-05-18,P1D,MUNA,Centro,12121000,12201000
2025-05-19,2025-05-18,P1D,AGREGADO,Centro,438906000,438906100
2025-05-19,2025-05-18,P1D,PORCE2,Antioquia,61080000,99870000
2025-05-19,2025-05-18,P1D,GUAVIO,Oriente,379734000,622494000
2025-05-19,2025-05-18,P1D,PLAYAS,Antioquia,57440000,77010000
2025-05-19,2025-05-18,P1D,TRONERAS,Antioquia,22410000,30860000
2025-05-19,2025-05-18,P1D,ELQUIMBO,Centro,1949623000,2414443000
2025-05-19,2025-05-18,P1D,NEUSA,CENTRO,96148000,96148100
2025-05-19,2025-05-18,P1D,MIRAFLOR,Antioquia,4580000,9900000
2025-08-24,2025-08-23,P1D,ITUANGO,Antioquia,109440000,1408440000
2025-08-24,2025-08-23,P1D,MIEL1,Caldas,335420000,383430000
2025-08-24,2025-08-23,P1D,PORCE3,Antioquia,123370000,152820000
2025-08-24,2025-08-23,P1D,PUNCHINA,Antioquia,34030000,48010000
2025-08-24,2025-08-23,P1D,BETANIA,Centro,564410000,1019910000
2025-08-24,2025-08-23,P1D,URRA1,Caribe,877730000,1231740000
2025-08-24,2025-08-23,P1D,SANLOREN,Antioquia,135940000,152800000
2025-08-24,2025-08-23,P1D,CALIMA1,Valle,372770000,477130000
2025-08-24,2025-08-23,P1D,CHUZA,Oriente,187970000,198290000
2025-08-24,2025-08-23,P1D,RIOGRAN2,Antioquia,134570000,182210000
2025-08-24,2025-08-23,P1D,PENOL,Antioquia,965150000,1042990000
2025-08-24,2025-08-23,P1D,TRONERAS,Antioquia,12710000,21160000
2025-08-24,2025-08-23,P1D,NEUSA,CENTRO,97070000,97070100
2025-08-24,2025-08-23,P1D,GUAVIO,Oriente,492520000,735280000
2025-08-24,2025-08-23,P1D,MIRAFLOR,Antioquia,64640000,69960000
2025-08-24,2025-08-23,P1D,ALTOANCH,Valle,6880000,13200000
2025-08-24,2025-08-23,P1D,ESMERALD,Oriente,545460000,566170000
2025-08-24,2025-08-23,P1D,SOGAMOSO,Centro,2665340000,3229970000
2025-08-24,2025-08-23,P1D,MUNA,Centro,8060000,8140000
2025-08-24,2025-08-23,P1D,AGREGADO,Centro,583890000,583890100
2025-08-24,2025-08-23,P1D,SALVAJIN,Valle,514260000,605710000
2025-08-24,2025-08-23,P1D,SISGA,CENTRO,89090000,89090000
2025-08-24,2025-08-23,P1D,TOMINE,CENTRO,397730000,397730000
2025-08-24,2025-08-23,P1D,ELQUIMBO,Centro,2118940000,2583760000
2025-08-24,2025-08-23,P1D,PORCE2,Antioquia,61290000,100080000
2025-08-24,2025-08-23,P1D,PRADO,Centro,294100000,621920000
2025-08-24,2025-08-23,P1D,PLAYAS,Antioquia,52680000,72250000
2025-09-09,2025-09-08,P1D,ITUANGO,Antioquia,90250000,1389250000
2025-09-09,2025-09-08,P1D,MIEL1,Caldas,335050000,383060000
2025-09-09,2025-09-08,P1D,PORCE3,Antioquia,117040000,146490000
2025-09-09,2025-09-08,P1D,PUNCHINA,Antioquia,22290000,36270000
2025-09-09,2025-09-08,P1D,BETANIA,Centro,655100000,1110600000
2025-09-09,2025-09-08,P1D,URRA1,Caribe,1019950000,1373960000
2025-09-09,2025-09-08,P1D,CALIMA1,Valle,375660000,480020000
2025-09-09,2025-09-08,P1D,SALVAJIN,Valle,377520000,468970000
2025-09-09,2025-09-08,P1D,CHUZA,Oriente,192780000,203100000
2025-09-09,2025-09-08,P1D,RIOGRAN2,Antioquia,133440000,181080000
2025-09-09,2025-09-08,P1D,PENOL,Antioquia,983990000,1061830000
2025-09-09,2025-09-08,P1D,TRONERAS,Antioquia,19910000,28360000
2025-09-09,2025-09-08,P1D,MUNA,Centro,11070000,11150000
2025-09-09,2025-09-08,P1D,PORCE2,Antioquia,62390000,101180000
2025-09-09,2025-09-08,P1D,GUAVIO,Oriente,515310000,758070000
2025-09-09,2025-09-08,P1D,PRADO,Centro,230800000,558620000
2025-09-09,2025-09-08,P1D,PLAYAS,Antioquia,50680000,70250000
2025-09-09,2025-09-08,P1D,MIRAFLOR,Antioquia,73200000,78520000
2025-09-09,2025-09-08,P1D,ALTOANCH,Valle,21700000,28020000
2025-09-09,2025-09-08,P1D,SANLOREN,Antioquia,153470000,170330000
2025-09-09,2025-09-08,P1D,ESMERALD,Oriente,555080000,575790000
2025-09-09,2025-09-08,P1D,SOGAMOSO,Centro,2642150000,3206780000
2025-09-09,2025-09-08,P1D,SISGA,Centro,85770000,85770000
2025-09-09,2025-09-08,P1D,TOMINE,Centro,406550000,406550000
2025-09-09,2025-09-08,P1D,AGREGADO,Centro,11480780000,15728470000
2025-09-09,2025-09-08,P1D,ELQUIMBO,Centro,2254670000,2719490000
2025-09-09,2025-09-08,P1D,NEUSA,Centro,94960000,94960000
2025-05-21,2025-05-20,P1D,ALTOANCH,Valle,15280000,21600000
2025-05-21,2025-05-20,P1D,MIEL1,Caldas,413140000,459420000
2025-05-21,2025-05-20,P1D,CALIMA1,Valle,300670000,405030000
2025-05-21,2025-05-20,P1D,SISGA,CENTRO,58824000,58824000
2025-05-21,2025-05-20,P1D,MUNA,Centro,11980000,12060000
2025-05-21,2025-05-20,P1D,PORCE2,Antioquia,68680000,107470000
2025-05-21,2025-05-20,P1D,PRADO,Centro,487720000,818510000
2025-05-21,2025-05-20,P1D,PLAYAS,Antioquia,53790000,73360000
2025-05-21,2025-05-20,P1D,MIRAFLOR,Antioquia,5540000,10860000
2025-05-21,2025-05-20,P1D,ITUANGO,Antioquia,121010000,1420010000
2025-05-21,2025-05-20,P1D,PORCE3,Antioquia,107130000,136580000
2025-05-21,2025-05-20,P1D,PUNCHINA,Antioquia,45860000,59840000
2025-05-21,2025-05-20,P1D,BETANIA,Centro,573481000,1028981000
2025-05-21,2025-05-20,P1D,URRA1,Caribe,1036820000,1390830000
2025-05-21,2025-05-20,P1D,SANLOREN,Antioquia,147720000,164580000
2025-05-21,2025-05-20,P1D,SALVAJIN,Valle,567330000,658780000
2025-05-21,2025-05-20,P1D,ESMERALD,Oriente,340690000,361400000
2025-05-21,2025-05-20,P1D,SOGAMOSO,Centro,2664670000,3229300000
2025-05-21,2025-05-20,P1D,CHUZA,Oriente,112179000,122499000
2025-05-21,2025-05-20,P1D,RIOGRAN2,Antioquia,142750000,190390000
2025-05-21,2025-05-20,P1D,PENOL,Antioquia,830540000,908380000
2025-05-21,2025-05-20,P1D,TOMINE,CENTRO,287211000,287211000
2025-05-21,2025-05-20,P1D,TRONERAS,Antioquia,21780000,30230000
2025-05-21,2025-05-20,P1D,AGREGADO,Centro,442183000,442183100
2025-05-21,2025-05-20,P1D,ELQUIMBO,Centro,1982365000,2447185000
2025-05-21,2025-05-20,P1D,NEUSA,CENTRO,96148000,96148100
2025-05-21,2025-05-20,P1D,GUAVIO,Oriente,404995000,647755000
2025-09-03,2025-09-02,P1D,ALTOANCH,Valle,8590000,14910000
2025-09-03,2025-09-02,P1D,ITUANGO,Antioquia,84400000,1383400000
2025-09-03,2025-09-02,P1D,MIEL1,Caldas,325870000,373880000
2025-09-03,2025-09-02,P1D,PORCE3,Antioquia,104810000,134260000
2025-09-03,2025-09-02,P1D,PUNCHINA,Antioquia,21980000,35960000
2025-09-03,2025-09-02,P1D,BETANIA,Centro,581980000,1037480000
2025-09-03,2025-09-02,P1D,URRA1,Caribe,963770000,1317780000
2025-09-03,2025-09-02,P1D,SANLOREN,Antioquia,132950000,149810000
2025-09-03,2025-09-02,P1D,CALIMA1,Valle,373800000,478160000
2025-09-03,2025-09-02,P1D,SALVAJIN,Valle,426720000,518170000
2025-09-03,2025-09-02,P1D,ESMERALD,Oriente,558710000,579420000
2025-09-03,2025-09-02,P1D,SOGAMOSO,Centro,2556400000,3121030000
2025-09-03,2025-09-02,P1D,CHUZA,Oriente,189810000,200130000
2025-09-03,2025-09-02,P1D,SISGA,Centro,85710000,85710000
2025-09-03,2025-09-02,P1D,RIOGRAN2,Antioquia,123890000,171530000
2025-09-03,2025-09-02,P1D,PENOL,Antioquia,967360000,1045200000
2025-09-03,2025-09-02,P1D,TOMINE,Centro,401540000,401540000
2025-09-03,2025-09-02,P1D,MUNA,Centro,11980000,12060000
2025-09-03,2025-09-02,P1D,AGREGADO,Centro,11226000000,15473690000
2025-09-03,2025-09-02,P1D,PORCE2,Antioquia,61870000,100660000
2025-09-03,2025-09-02,P1D,NEUSA,Centro,95690000,95690000
2025-09-03,2025-09-02,P1D,PRADO,Centro,241910000,569730000
2025-09-03,2025-09-02,P1D,MIRAFLOR,Antioquia,68550000,73870000
2025-09-03,2025-09-02,P1D,TRONERAS,Antioquia,16870000,25320000
2025-09-03,2025-09-02,P1D,ELQUIMBO,Centro,2256270000,2721090000
2025-09-03,2025-09-02,P1D,GUAVIO,Oriente,521980000,764740000
2025-09-03,2025-09-02,P1D,PLAYAS,Antioquia,42590000,62160000
2025-07-16,2025-07-15,P1D,ITUANGO,Antioquia,89990000,1388990000
2025-07-16,2025-07-15,P1D,MIEL1,Caldas,322630000,369630000
2025-07-16,2025-07-15,P1D,PORCE3,Antioquia,83300000,112750000
2025-07-16,2025-07-15,P1D,PUNCHINA,Antioquia,7900000,30910000
2025-07-16,2025-07-15,P1D,BETANIA,Centro,701816000,1157316000
2025-07-16,2025-07-15,P1D,URRA1,Caribe,1189390000,1543400000
2025-07-16,2025-07-15,P1D,SANLOREN,Antioquia,140070000,152170000
2025-07-16,2025-07-15,P1D,ESMERALD,Oriente,557381000,578091000
2025-07-16,2025-07-15,P1D,SOGAMOSO,Centro,2620140000,3173490000
2025-07-16,2025-07-15,P1D,RIOGRAN2,Antioquia,134510000,182150000
2025-07-16,2025-07-15,P1D,PENOL,Antioquia,971340000,1049180000
2025-07-16,2025-07-15,P1D,TOMINE,CENTRO,351810000,351810000
2025-07-16,2025-07-15,P1D,TRONERAS,Antioquia,9470000,17920000
2025-07-16,2025-07-15,P1D,AGREGADO,Centro,538637000,538637100
2025-07-16,2025-07-15,P1D,ELQUIMBO,Centro,2175936000,2640756000
2025-07-16,2025-07-15,P1D,PORCE2,Antioquia,72220000,111010000
2025-07-16,2025-07-15,P1D,NEUSA,CENTRO,96792000,96792100
2025-07-16,2025-07-15,P1D,GUAVIO,Oriente,511719000,754479000
2025-07-16,2025-07-15,P1D,PRADO,Centro,455100000,782920000
2025-07-16,2025-07-15,P1D,MIRAFLOR,Antioquia,39610000,44930000
2025-07-16,2025-07-15,P1D,CHUZA,Oriente,190980000,201300000
2025-07-16,2025-07-15,P1D,SISGA,CENTRO,90035000,90035000
2025-07-16,2025-07-15,P1D,MUNA,Centro,12262000,12342000
2025-07-16,2025-07-15,P1D,PLAYAS,Antioquia,53000000,72570000
2025-07-16,2025-07-15,P1D,ALTOANCH,Valle,14640000,20960000
2025-07-16,2025-07-15,P1D,CALIMA1,Valle,366390000,470750000
2025-07-16,2025-07-15,P1D,SALVAJIN,Valle,660560000,752010000
2025-08-02,2025-08-01,P1D,PORCE3,Antioquia,109070000,138520000
2025-08-02,2025-08-01,P1D,CALIMA1,Valle,373800000,478160000
2025-08-02,2025-08-01,P1D,SALVAJIN,Valle,588530000,679980000
2025-08-02,2025-08-01,P1D,AGREGADO,Centro,573420000,573420100
2025-08-02,2025-08-01,P1D,ELQUIMBO,Centro,2210630000,2675450000
2025-08-02,2025-08-01,P1D,ALTOANCH,Valle,6210000,12530000
2025-08-02,2025-08-01,P1D,NEUSA,CENTRO,97350000,97350100
2025-08-02,2025-08-01,P1D,PRADO,Centro,412630000,740450000
2025-08-02,2025-08-01,P1D,ITUANGO,Antioquia,29630000,1328630000
2025-08-02,2025-08-01,P1D,MIEL1,Caldas,325500000,371780000
2025-08-02,2025-08-01,P1D,BETANIA,Centro,541870000,997370000
2025-08-02,2025-08-01,P1D,URRA1,Caribe,922150000,1276160000
2025-08-02,2025-08-01,P1D,SANLOREN,Antioquia,145590000,162450000
2025-08-02,2025-08-01,P1D,ESMERALD,Oriente,491550000,512260000
2025-08-02,2025-08-01,P1D,SOGAMOSO,Centro,2456640000,3021270000
2025-08-02,2025-08-01,P1D,SISGA,CENTRO,92280000,92280000
2025-08-02,2025-08-01,P1D,PENOL,Antioquia,937570000,1015410000
2025-08-02,2025-08-01,P1D,TRONERAS,Antioquia,16790000,25240000
2025-08-02,2025-08-01,P1D,MUNA,Centro,4540000,4620000
2025-08-02,2025-08-01,P1D,PORCE2,Antioquia,51410000,90200000
2025-08-02,2025-08-01,P1D,MIRAFLOR,Antioquia,48450000,53770000
2025-08-02,2025-08-01,P1D,PUNCHINA,Antioquia,31200000,45180000
2025-08-02,2025-08-01,P1D,CHUZA,Oriente,35040000,45360000
2025-08-02,2025-08-01,P1D,RIOGRAN2,Antioquia,132420000,180060000
2025-08-02,2025-08-01,P1D,TOMINE,CENTRO,383790000,383790000
2025-08-02,2025-08-01,P1D,GUAVIO,Oriente,505760000,748520000
2025-08-02,2025-08-01,P1D,PLAYAS,Antioquia,49020000,68590000
2025-04-13,2025-04-12,P1D,ALTOANCH,Valle,10920000,17240000
2025-04-13,2025-04-12,P1D,ITUANGO,Antioquia,121470000,1420470000
2025-04-13,2025-04-12,P1D,MIEL1,Caldas,386150000,432430000
2025-04-13,2025-04-12,P1D,PORCE3,Antioquia,72870000,102320000
2025-04-13,2025-04-12,P1D,PUNCHINA,Antioquia,32420000,46340000
2025-04-13,2025-04-12,P1D,URRA1,Caribe,779120000,1133130000
2025-04-13,2025-04-12,P1D,SANLOREN,Antioquia,90430000,107290000
2025-04-13,2025-04-12,P1D,CALIMA1,Valle,228380000,332740000
2025-04-13,2025-04-12,P1D,SALVAJIN,Valle,334630000,426080000
2025-04-13,2025-04-12,P1D,ESMERALD,Oriente,198684000,219394000
2025-04-13,2025-04-12,P1D,SOGAMOSO,Centro,1612380000,2177010000
2025-04-13,2025-04-12,P1D,CHUZA,Oriente,80857000,91177000
2025-04-13,2025-04-12,P1D,SISGA,CENTRO,51075000,51075000
2025-04-13,2025-04-12,P1D,RIOGRAN2,Antioquia,87780000,135420000
2025-04-13,2025-04-12,P1D,PENOL,Antioquia,674140000,751980000
2025-04-13,2025-04-12,P1D,TOMINE,CENTRO,280711000,280711000
2025-04-13,2025-04-12,P1D,TRONERAS,Antioquia,19960000,28410000
2025-04-13,2025-04-12,P1D,MUNA,Centro,11840000,11920000
2025-04-13,2025-04-12,P1D,ELQUIMBO,Centro,1623780000,2088600000
2025-04-13,2025-04-12,P1D,PORCE2,Antioquia,65600000,104390000
