FechaPublicacion,Fecha,CodigoDuracion,CodigoEmbalse,RegionHidrologica,VolumenUtilDiarioMasa,VolumenTotalMasa
2025-05-24,2025-05-23,P1D,AGREGADO,Centro,447975000,447975100
2025-05-24,2025-05-23,P1D,ELQUIMBO,Centro,2026352000,2491172000
2025-05-24,2025-05-23,P1D,PORCE2,Antioquia,59310000,98100000
2025-05-24,2025-05-23,P1D,NEUSA,CENTRO,95965000,95965100
2025-05-24,2025-05-23,P1D,GUAVIO,Oriente,421530000,664290000
2025-05-24,2025-05-23,P1D,PRADO,Centro,480750000,811540000
2025-05-24,2025-05-23,P1D,PLAYAS,Antioquia,49460000,69030000
2025-05-24,2025-05-23,P1D,MIRAFLOR,Antioquia,6850000,12170000
2025-05-24,2025-05-23,P1D,SALVAJIN,Valle,556020000,647470000
2025-06-15,2025-06-14,P1D,NEUSA,CENTRO,94592000,94592100
2025-06-15,2025-06-14,P1D,PRADO,Centro,500090000,830880000
2025-06-15,2025-06-14,P1D,ALTOANCH,Valle,23320000,29640000
2025-06-15,2025-06-14,P1D,ITUANGO,Antioquia,107290000,1406290000
2025-06-15,2025-06-14,P1D,MIEL1,Caldas,406520000,452800000
2025-06-15,2025-06-14,P1D,PORCE3,Antioquia,108850000,138300000
2025-06-15,2025-06-14,P1D,PUNCHINA,Antioquia,41430000,55410000
2025-06-15,2025-06-14,P1D,BETANIA,Centro,688756000,1144256000
2025-06-15,2025-06-14,P1D,URRA1,Caribe,1096740000,1450750000
2025-06-15,2025-06-14,P1D,SANLOREN,Antioquia,140390000,157250000
2025-06-15,2025-06-14,P1D,CALIMA1,Valle,333560000,437920000
2025-06-15,2025-06-14,P1D,SALVAJIN,Valle,619850000,711300000
2025-06-15,2025-06-14,P1D,ESMERALD,Oriente,455423000,476133000
2025-06-15,2025-06-14,P1D,SOGAMOSO,Centro,2664320000,3228950000
2025-06-15,2025-06-14,P1D,CHUZA,Oriente,158591000,168911000
2025-06-15,2025-06-14,P1D,SISGA,CENTRO,76589000,76589000
2025-06-15,2025-06-14,P1D,RIOGRAN2,Antioquia,148660000,196300000
2025-06-15,2025-06-14,P1D,PENOL,Antioquia,904720000,982560000
2025-06-15,2025-06-14,P1D,TOMINE,CENTRO,310992000,310992000
2025-06-15,2025-06-14,P1D,TRONERAS,Antioquia,14600000,23050000
2025-06-15,2025-06-14,P1D,MUNA,Centro,11700000,11780000
2025-06-15,2025-06-14,P1D,AGREGADO,Centro,482173000,482173100
2025-06-15,2025-06-14,P1D,PORCE2,Antioquia,75880000,114670000
2025-06-15,2025-06-14,P1D,GUAVIO,Oriente,500894000,743654000
2025-06-15,2025-06-14,P1D,PLAYAS,Antioquia,49760000,69330000
2025-06-15,2025-06-14,P1D,MIRAFLOR,Antioquia,20560000,25880000
2025-06-15,2025-06-14,P1D,ELQUIMBO,Centro,2182236000,2647056000
2025-06-10,2025-06-09,P1D,ITUANGO,Antioquia,115240000,1414240000
2025-06-10,2025-06-09,P1D,SALVAJIN,Valle,595880000,687330000
2025-06-10,2025-06-09,P1D,SISGA,CENTRO,72685000,72685000
2025-06-10,2025-06-09,P1D,RIOGRAN2,Antioquia,145630000,193270000
2025-06-10,2025-06-09,P1D,TRONERAS,Antioquia,12910000,21360000
2025-06-10,2025-06-09,P1D,MUNA,Centro,11910000,11990000
2025-06-10,2025-06-09,P1D,AGREGADO,Centro,471854000,471854100
2025-06-10,2025-06-09,P1D,MIRAFLOR,Antioquia,17560000,22880000
2025-06-10,2025-06-09,P1D,PORCE3,Antioquia,95230000,124680000
2025-06-10,2025-06-09,P1D,ALTOANCH,Valle,19950000,26270000
2025-06-10,2025-06-09,P1D,PORCE2,Antioquia,54910000,93700000
2025-06-10,2025-06-09,P1D,MIEL1,Caldas,369740000,416020000
2025-06-10,2025-06-09,P1D,NEUSA,CENTRO,94136000,94136100
2025-06-10,2025-06-09,P1D,PUNCHINA,Antioquia,28060000,42040000
2025-06-10,2025-06-09,P1D,BETANIA,Centro,714424000,1169924000
2025-06-10,2025-06-09,P1D,URRA1,Caribe,1109690000,1463700000
2025-06-10,2025-06-09,P1D,SANLOREN,Antioquia,139080000,155940000
2025-06-10,2025-06-09,P1D,CALIMA1,Valle,324340000,428700000
2025-06-10,2025-06-09,P1D,ESMERALD,Oriente,430649000,451359000
2025-06-10,2025-06-09,P1D,SOGAMOSO,Centro,2605770000,3170400000
2025-06-10,2025-06-09,P1D,CHUZA,Oriente,150173000,160493000
2025-06-10,2025-06-09,P1D,PENOL,Antioquia,876850000,954690000
2025-06-10,2025-06-09,P1D,TOMINE,CENTRO,305033000,305033000
2025-06-10,2025-06-09,P1D,ELQUIMBO,Centro,2221863000,2686683000
2025-06-10,2025-06-09,P1D,GUAVIO,Oriente,514109000,756869000
2025-06-10,2025-06-09,P1D,PRADO,Centro,482790000,813580000
2025-06-10,2025-06-09,P1D,PLAYAS,Antioquia,50150000,69720000
2025-05-15,2025-05-14,P1D,ALTOANCH,Valle,3860000,10180000
2025-05-15,2025-05-14,P1D,ITUANGO,Antioquia,129120000,1428120000
2025-05-15,2025-05-14,P1D,MIEL1,Caldas,380900000,427180000
2025-05-15,2025-05-14,P1D,PORCE3,Antioquia,75400000,104850000
2025-05-15,2025-05-14,P1D,BETANIA,Centro,637606000,1093106000
2025-05-15,2025-05-14,P1D,URRA1,Caribe,1027550000,1381560000
2025-05-15,2025-05-14,P1D,SANLOREN,Antioquia,137220000,154080000
2025-05-15,2025-05-14,P1D,CALIMA1,Valle,289580000,393940000
2025-05-15,2025-05-14,P1D,SALVAJIN,Valle,543580000,635030000
2025-05-15,2025-05-14,P1D,ESMERALD,Oriente,269248000,289958000
2025-05-15,2025-05-14,P1D,SOGAMOSO,Centro,2368870000,2933500000
2025-05-15,2025-05-14,P1D,CHUZA,Oriente,103588000,113908000
2025-05-15,2025-05-14,P1D,TOMINE,CENTRO,283953000,283953000
2025-05-15,2025-05-14,P1D,TRONERAS,Antioquia,21300000,29750000
2025-05-15,2025-05-14,P1D,MUNA,Centro,11630000,11710000
2025-05-15,2025-05-14,P1D,AGREGADO,Centro,436490000,436490100
2025-05-15,2025-05-14,P1D,ELQUIMBO,Centro,1951988000,2416808000
2025-05-15,2025-05-14,P1D,PORCE2,Antioquia,65070000,103860000
2025-05-15,2025-05-14,P1D,NEUSA,CENTRO,97068000,97068100
2025-05-15,2025-05-14,P1D,GUAVIO,Oriente,345432000,588192000
2025-05-15,2025-05-14,P1D,PLAYAS,Antioquia,55030000,74600000
2025-05-15,2025-05-14,P1D,MIRAFLOR,Antioquia,2390000,7710000
2025-05-15,2025-05-14,P1D,PUNCHINA,Antioquia,5520000,19500000
2025-05-15,2025-05-14,P1D,SISGA,CENTRO,55469000,55469000
2025-05-15,2025-05-14,P1D,RIOGRAN2,Antioquia,139250000,186890000
2025-05-15,2025-05-14,P1D,PENOL,Antioquia,793710000,871550000
2025-05-15,2025-05-14,P1D,PRADO,Centro,442690000,773480000
2025-07-20,2025-07-19,P1D,ALTOANCH,Valle,11130000,17450000
2025-07-20,2025-07-19,P1D,ITUANGO,Antioquia,59400000,1358400000
2025-07-20,2025-07-19,P1D,MIEL1,Caldas,326260000,372540000
2025-07-20,2025-07-19,P1D,PORCE3,Antioquia,88850000,118300000
2025-07-20,2025-07-19,P1D,PUNCHINA,Antioquia,16940000,30920000
2025-07-20,2025-07-19,P1D,BETANIA,Centro,615029000,1070529000
2025-07-20,2025-07-19,P1D,URRA1,Caribe,1157990000,1512000000
2025-07-20,2025-07-19,P1D,SANLOREN,Antioquia,137360000,154220000
2025-07-20,2025-07-19,P1D,CALIMA1,Valle,368440000,472800000
2025-07-20,2025-07-19,P1D,SALVAJIN,Valle,653340000,744790000
2025-07-20,2025-07-19,P1D,ESMERALD,Oriente,544618000,565328000
2025-07-20,2025-07-19,P1D,SOGAMOSO,Centro,2573070000,3137700000
2025-07-20,2025-07-19,P1D,CHUZA,Oriente,197133000,207453000
2025-07-20,2025-07-19,P1D,SISGA,CENTRO,91120000,91120000
2025-07-20,2025-07-19,P1D,RIOGRAN2,Antioquia,128710000,176350000
2025-07-20,2025-07-19,P1D,PENOL,Antioquia,959360000,1037200000
2025-07-20,2025-07-19,P1D,TOMINE,CENTRO,360459000,360459000
2025-07-20,2025-07-19,P1D,TRONERAS,Antioquia,12650000,21100000
2025-07-20,2025-07-19,P1D,MUNA,Centro,11212000,11292000
2025-07-20,2025-07-19,P1D,AGREGADO,Centro,548371000,548371100
2025-07-20,2025-07-19,P1D,ELQUIMBO,Centro,2168075000,2632895000
2025-07-20,2025-07-19,P1D,PORCE2,Antioquia,45150000,83940000
2025-07-20,2025-07-19,P1D,NEUSA,CENTRO,96792000,96792100
2025-07-20,2025-07-19,P1D,GUAVIO,Oriente,509333000,752093000
2025-07-20,2025-07-19,P1D,PRADO,Centro,447040000,774860000
2025-07-20,2025-07-19,P1D,PLAYAS,Antioquia,37670000,57240000
2025-07-20,2025-07-19,P1D,MIRAFLOR,Antioquia,40640000,45960000
2025-09-07,2025-09-06,P1D,ALTOANCH,Valle,18430000,24750000
2025-09-07,2025-09-06,P1D,ESMERALD,Oriente,553510000,574220000
2025-09-07,2025-09-06,P1D,SOGAMOSO,Centro,2568330000,3132960000
2025-09-07,2025-09-06,P1D,RIOGRAN2,Antioquia,124200000,171840000
2025-09-07,2025-09-06,P1D,PENOL,Antioquia,975220000,1053060000
2025-09-07,2025-09-06,P1D,AGREGADO,Centro,11297280000,15544970000
2025-09-07,2025-09-06,P1D,PORCE2,Antioquia,76010000,114800000
2025-09-07,2025-09-06,P1D,NEUSA,Centro,95230000,95230000
2025-09-07,2025-09-06,P1D,ITUANGO,Antioquia,71500000,1370500000
2025-09-07,2025-09-06,P1D,MIEL1,Caldas,328260000,376270000
2025-09-07,2025-09-06,P1D,PORCE3,Antioquia,98340000,127790000
2025-09-07,2025-09-06,P1D,PUNCHINA,Antioquia,24940000,38920000
2025-09-07,2025-09-06,P1D,BETANIA,Centro,616120000,1071620000
2025-09-07,2025-09-06,P1D,URRA1,Caribe,992530000,1346540000
2025-09-07,2025-09-06,P1D,SANLOREN,Antioquia,139220000,156080000
2025-09-07,2025-09-06,P1D,CALIMA1,Valle,374830000,479190000
2025-09-07,2025-09-06,P1D,SALVAJIN,Valle,391390000,482840000
2025-09-07,2025-09-06,P1D,CHUZA,Oriente,193170000,203490000
2025-09-07,2025-09-06,P1D,SISGA,Centro,86040000,86040000
2025-09-07,2025-09-06,P1D,TOMINE,Centro,404780000,404780000
2025-09-07,2025-09-06,P1D,TRONERAS,Antioquia,15170000,23620000
2025-09-07,2025-09-06,P1D,MUNA,Centro,11420000,11500000
2025-09-07,2025-09-06,P1D,ELQUIMBO,Centro,2267540000,2732360000
2025-09-07,2025-09-06,P1D,GUAVIO,Oriente,517840000,760600000
2025-09-07,2025-09-06,P1D,PRADO,Centro,233820000,561640000
2025-09-07,2025-09-06,P1D,PLAYAS,Antioquia,48430000,68000000
2025-09-07,2025-09-06,P1D,MIRAFLOR,Antioquia,71010000,76330000
2025-05-31,2025-05-30,P1D,ITUANGO,Antioquia,113850000,1412850000
2025-05-31,2025-05-30,P1D,SISGA,CENTRO,64476000,64476000
2025-05-31,2025-05-30,P1D,PENOL,Antioquia,862680000,940520000
2025-05-31,2025-05-30,P1D,TRONERAS,Antioquia,24430000,32880000
2025-05-31,2025-05-30,P1D,PORCE2,Antioquia,60700000,99490000
2025-05-31,2025-05-30,P1D,NEUSA,CENTRO,94136000,94136100
2025-05-31,2025-05-30,P1D,PRADO,Centro,461990000,792780000
2025-05-31,2025-05-30,P1D,MIRAFLOR,Antioquia,9890000,15210000
2025-05-31,2025-05-30,P1D,ALTOANCH,Valle,7810000,14130000
2025-05-31,2025-05-30,P1D,MIEL1,Caldas,382060000,428340000
2025-05-31,2025-05-30,P1D,PORCE3,Antioquia,54030000,83480000
2025-05-31,2025-05-30,P1D,PUNCHINA,Antioquia,39520000,53500000
2025-05-31,2025-05-30,P1D,BETANIA,Centro,660634000,1116134000
2025-05-31,2025-05-30,P1D,URRA1,Caribe,999330000,1353340000
2025-05-31,2025-05-30,P1D,SANLOREN,Antioquia,132430000,149290000
2025-05-31,2025-05-30,P1D,CALIMA1,Valle,313620000,417980000
2025-05-31,2025-05-30,P1D,SALVAJIN,Valle,550100000,641550000
2025-05-31,2025-05-30,P1D,ESMERALD,Oriente,394161000,414871000
2025-05-31,2025-05-30,P1D,SOGAMOSO,Centro,2643100000,3207730000
2025-05-31,2025-05-30,P1D,CHUZA,Oriente,126424000,136744000
2025-05-31,2025-05-30,P1D,RIOGRAN2,Antioquia,137860000,185500000
2025-05-31,2025-05-30,P1D,TOMINE,CENTRO,294283000,294283000
2025-05-31,2025-05-30,P1D,ELQUIMBO,Centro,2081893000,2546713000
2025-05-31,2025-05-30,P1D,GUAVIO,Oriente,457359000,700119000
2025-05-31,2025-05-30,P1D,PLAYAS,Antioquia,49540000,69110000
2025-05-31,2025-05-30,P1D,MUNA,Centro,9901000,9981000
2025-05-31,2025-05-30,P1D,AGREGADO,Centro,452895000,452895100
2025-07-15,2025-07-14,P1D,ALTOANCH,Valle,15630000,21950000
2025-07-15,2025-07-14,P1D,MIEL1,Caldas,322630000,368910000
2025-07-15,2025-07-14,P1D,PORCE3,Antioquia,92490000,121940000
2025-07-15,2025-07-14,P1D,PUNCHINA,Antioquia,7900000,21880000
2025-07-15,2025-07-14,P1D,SANLOREN,Antioquia,140070000,156930000
2025-07-15,2025-07-14,P1D,CALIMA1,Valle,365780000,470140000
2025-07-15,2025-07-14,P1D,SALVAJIN,Valle,669140000,760590000
2025-07-15,2025-07-14,P1D,SISGA,CENTRO,89766000,89766000
2025-07-15,2025-07-14,P1D,TOMINE,CENTRO,349871000,349871000
2025-07-15,2025-07-14,P1D,MUNA,Centro,11630000,11710000
2025-07-15,2025-07-14,P1D,ELQUIMBO,Centro,2201204000,2666024000
2025-07-15,2025-07-14,P1D,GUAVIO,Oriente,508407000,751167000
2025-07-15,2025-07-14,P1D,PLAYAS,Antioquia,50050000,69620000
2025-07-15,2025-07-14,P1D,BETANIA,Centro,730221000,1185721000
2025-07-15,2025-07-14,P1D,ESMERALD,Oriente,572773000,593483000
2025-07-15,2025-07-14,P1D,SOGAMOSO,Centro,2620140000,3184770000
2025-07-15,2025-07-14,P1D,CHUZA,Oriente,190812000,201132000
2025-07-15,2025-07-14,P1D,RIOGRAN2,Antioquia,135980000,183620000
2025-07-15,2025-07-14,P1D,PENOL,Antioquia,974350000,1052190000
2025-07-15,2025-07-14,P1D,TRONERAS,Antioquia,11900000,20350000
2025-07-15,2025-07-14,P1D,PORCE2,Antioquia,66670000,105460000
2025-07-15,2025-07-14,P1D,NEUSA,CENTRO,96792000,96792100
2025-07-15,2025-07-14,P1D,PRADO,Centro,457530000,785350000
2025-07-15,2025-07-14,P1D,ITUANGO,Antioquia,95400000,1394400000
2025-07-15,2025-07-14,P1D,URRA1,Caribe,1193500000,1547510000
2025-07-15,2025-07-14,P1D,AGREGADO,Centro,536429000,536429100
2025-07-15,2025-07-14,P1D,MIRAFLOR,Antioquia,39230000,44550000
2025-05-03,2025-05-02,P1D,ALTOANCH,Valle,27430000,33750000
2025-05-03,2025-05-02,P1D,ITUANGO,Antioquia,123120000,1422120000
2025-05-03,2025-05-02,P1D,MIEL1,Caldas,364990000,411270000
2025-05-03,2025-05-02,P1D,PORCE3,Antioquia,105510000,134960000
2025-05-03,2025-05-02,P1D,PUNCHINA,Antioquia,36740000,50660000
2025-05-03,2025-05-02,P1D,BETANIA,Centro,736353000,1191853000
2025-05-03,2025-05-02,P1D,URRA1,Caribe,999680000,1353690000
2025-05-03,2025-05-02,P1D,SANLOREN,Antioquia,125600000,142460000
2025-05-03,2025-05-02,P1D,CALIMA1,Valle,257790000,362150000
2025-05-03,2025-05-02,P1D,SALVAJIN,Valle,486340000,577790000
2025-05-03,2025-05-02,P1D,ESMERALD,Oriente,220383000,241093000
2025-05-03,2025-05-02,P1D,SOGAMOSO,Centro,1818580000,2383210000
2025-05-03,2025-05-02,P1D,CHUZA,Oriente,91726000,102046000
2025-05-03,2025-05-02,P1D,SISGA,CENTRO,52919000,52919000
2025-05-03,2025-05-02,P1D,RIOGRAN2,Antioquia,117000000,164640000
2025-05-03,2025-05-02,P1D,TRONERAS,Antioquia,22190000,30640000
2025-05-03,2025-05-02,P1D,AGREGADO,Centro,427948000,427948100
2025-05-03,2025-05-02,P1D,ELQUIMBO,Centro,1780776000,2245596000
2025-05-03,2025-05-02,P1D,PORCE2,Antioquia,64910000,103700000
2025-05-03,2025-05-02,P1D,NEUSA,CENTRO,94318000,94318100
2025-05-03,2025-05-02,P1D,PRADO,Centro,483200000,813990000
2025-05-03,2025-05-02,P1D,MIRAFLOR,Antioquia,5210000,10530000
2025-05-03,2025-05-02,P1D,PENOL,Antioquia,744810000,822650000
2025-05-03,2025-05-02,P1D,MUNA,Centro,11282000,11362000
2025-05-03,2025-05-02,P1D,PLAYAS,Antioquia,55820000,75390000
2025-05-03,2025-05-02,P1D,TOMINE,CENTRO,280711000,280711000
2025-05-03,2025-05-02,P1D,GUAVIO,Oriente,307569000,550329000
2025-04-30,2025-04-29,P1D,ITUANGO,Antioquia,117480000,1416480000
2025-04-30,2025-04-29,P1D,PORCE3,Antioquia,83390000,112840000
2025-04-30,2025-04-29,P1D,PUNCHINA,Antioquia,28550000,42470000
2025-04-30,2025-04-29,P1D,BETANIA,Centro,736353000,1191853000
2025-04-30,2025-04-29,P1D,URRA1,Caribe,991060000,1345070000
2025-04-30,2025-04-29,P1D,SANLOREN,Antioquia,112940000,129800000
2025-04-30,2025-04-29,P1D,CALIMA1,Valle,249570000,353930000
2025-04-30,2025-04-29,P1D,SALVAJIN,Valle,441250000,532700000
2025-04-30,2025-04-29,P1D,ESMERALD,Oriente,209331000,230041000
2025-04-30,2025-04-29,P1D,SOGAMOSO,Centro,1712860000,2277490000
2025-04-30,2025-04-29,P1D,CHUZA,Oriente,91263000,101583000
2025-04-30,2025-04-29,P1D,SISGA,CENTRO,52367000,52367000
2025-04-30,2025-04-29,P1D,RIOGRAN2,Antioquia,106090000,153730000
2025-04-30,2025-04-29,P1D,PENOL,Antioquia,724670000,802510000
2025-04-30,2025-04-29,P1D,TOMINE,CENTRO,279717000,279717000
2025-04-30,2025-04-29,P1D,TRONERAS,Antioquia,21690000,30140000
2025-04-30,2025-04-29,P1D,MUNA,Centro,11770000,11850000
2025-04-30,2025-04-29,P1D,NEUSA,CENTRO,92592000,92592100
2025-04-30,2025-04-29,P1D,GUAVIO,Oriente,309740000,552500000
2025-04-30,2025-04-29,P1D,PRADO,Centro,452680000,783470000
2025-04-30,2025-04-29,P1D,MIRAFLOR,Antioquia,6030000,11350000
2025-04-30,2025-04-29,P1D,ALTOANCH,Valle,23000000,29320000
2025-04-30,2025-04-29,P1D,MIEL1,Caldas,352310000,398590000
2025-04-30,2025-04-29,P1D,AGREGADO,Centro,424676000,424676100
2025-04-30,2025-04-29,P1D,ELQUIMBO,Centro,1696327000,2161147000
2025-04-30,2025-04-29,P1D,PORCE2,Antioquia,70800000,109590000
2025-04-30,2025-04-29,P1D,PLAYAS,Antioquia,62220000,81790000
2025-07-24,2025-07-23,P1D,ALTOANCH,Valle,4120000,10440000
2025-07-24,2025-07-23,P1D,ITUANGO,Antioquia,52410000,1351410000
2025-07-24,2025-07-23,P1D,MIEL1,Caldas,327240000,373520000
2025-07-24,2025-07-23,P1D,PORCE3,Antioquia,74530000,103980000
2025-07-24,2025-07-23,P1D,PUNCHINA,Antioquia,37000000,50980000
2025-07-24,2025-07-23,P1D,BETANIA,Centro,565973000,1021473000
2025-07-24,2025-07-23,P1D,URRA1,Caribe,1086850000,1440860000
2025-07-24,2025-07-23,P1D,SANLOREN,Antioquia,134150000,151010000
2025-07-24,2025-07-23,P1D,CALIMA1,Valle,370290000,474650000
2025-07-24,2025-07-23,P1D,SALVAJIN,Valle,631220000,722670000
2025-07-24,2025-07-23,P1D,ESMERALD,Oriente,533325000,554035000
2025-07-24,2025-07-23,P1D,SOGAMOSO,Centro,2507450000,3072080000
2025-07-24,2025-07-23,P1D,CHUZA,Oriente,199817000,210137000
2025-07-24,2025-07-23,P1D,SISGA,CENTRO,92280000,92280000
2025-07-24,2025-07-23,P1D,RIOGRAN2,Antioquia,127400000,175040000
2025-07-24,2025-07-23,P1D,PENOL,Antioquia,944320000,1022160000
2025-07-24,2025-07-23,P1D,TOMINE,CENTRO,370624000,370624000
2025-07-24,2025-07-23,P1D,TRONERAS,Antioquia,11300000,19750000
2025-07-24,2025-07-23,P1D,MUNA,Centro,5996000,6076000
2025-07-24,2025-07-23,P1D,AGREGADO,Centro,559880000,559880100
2025-07-24,2025-07-23,P1D,ELQUIMBO,Centro,2132910000,2597730000
2025-07-24,2025-07-23,P1D,NEUSA,CENTRO,96976000,96976100
2025-07-24,2025-07-23,P1D,GUAVIO,Oriente,508804000,751564000
2025-07-24,2025-07-23,P1D,MIRAFLOR,Antioquia,41830000,47150000
2025-07-24,2025-07-23,P1D,PORCE2,Antioquia,45250000,84040000
2025-07-24,2025-07-23,P1D,PRADO,Centro,426830000,754650000
2025-07-24,2025-07-23,P1D,PLAYAS,Antioquia,30120000,49690000
2025-04-22,2025-04-21,P1D,PORCE3,Antioquia,84420000,113870000
2025-04-22,2025-04-21,P1D,URRA1,Caribe,821600000,1175610000
2025-04-22,2025-04-21,P1D,RIOGRAN2,Antioquia,95080000,142720000
2025-04-22,2025-04-21,P1D,ELQUIMBO,Centro,1566135000,2030955000
2025-04-22,2025-04-21,P1D,PORCE2,Antioquia,60870000,99660000
2025-04-22,2025-04-21,P1D,GUAVIO,Oriente,282428000,525188000
2025-04-22,2025-04-21,P1D,PRADO,Centro,402440000,733230000
2025-04-22,2025-04-21,P1D,PLAYAS,Antioquia,56460000,76030000
2025-04-22,2025-04-21,P1D,MIRAFLOR,Antioquia,8110000,13430000
2025-04-22,2025-04-21,P1D,ITUANGO,Antioquia,117080000,1416080000
2025-04-22,2025-04-21,P1D,MIEL1,Caldas,326780000,373060000
2025-04-22,2025-04-21,P1D,PUNCHINA,Antioquia,17620000,31540000
2025-04-22,2025-04-21,P1D,BETANIA,Centro,542105000,997605000
2025-04-22,2025-04-21,P1D,SANLOREN,Antioquia,96030000,112890000
2025-04-22,2025-04-21,P1D,CALIMA1,Valle,241110000,345470000
2025-04-22,2025-04-21,P1D,SALVAJIN,Valle,380000000,471450000
2025-04-22,2025-04-21,P1D,ESMERALD,Oriente,179932000,200642000
2025-04-22,2025-04-21,P1D,SOGAMOSO,Centro,1533930000,2098560000
2025-04-22,2025-04-21,P1D,CHUZA,Oriente,83878000,94198000
2025-04-22,2025-04-21,P1D,SISGA,CENTRO,50582000,50582000
2025-04-22,2025-04-21,P1D,PENOL,Antioquia,695740000,773580000
2025-04-22,2025-04-21,P1D,TOMINE,CENTRO,276002000,276002000
2025-04-22,2025-04-21,P1D,TRONERAS,Antioquia,20720000,29170000
2025-04-22,2025-04-21,P1D,MUNA,Centro,10038000,10118000
2025-04-22,2025-04-21,P1D,AGREGADO,Centro,416118000,416118100
2025-04-22,2025-04-21,P1D,NEUSA,CENTRO,89534000,89534100
2025-04-22,2025-04-21,P1D,ALTOANCH,Valle,11900000,18220000
2025-07-29,2025-07-28,P1D,ALTOANCH,Valle,3710000,10030000
2025-07-29,2025-07-28,P1D,ITUANGO,Antioquia,47730000,1346730000
2025-07-29,2025-07-28,P1D,MIEL1,Caldas,329830000,376110000
2025-07-29,2025-07-28,P1D,PUNCHINA,Antioquia,27150000,41130000
2025-07-29,2025-07-28,P1D,BETANIA,Centro,618182000,1073682000
2025-07-29,2025-07-28,P1D,URRA1,Caribe,986310000,1340320000
2025-07-29,2025-07-28,P1D,SANLOREN,Antioquia,146420000,163280000
2025-07-29,2025-07-28,P1D,CALIMA1,Valle,374210000,478570000
2025-07-29,2025-07-28,P1D,SALVAJIN,Valle,603480000,694930000
2025-07-29,2025-07-28,P1D,ESMERALD,Oriente,504606000,525316000
2025-07-29,2025-07-28,P1D,SOGAMOSO,Centro,2483510000,3048140000
2025-07-29,2025-07-28,P1D,CHUZA,Oriente,199645000,209965000
2025-07-29,2025-07-28,P1D,SISGA,CENTRO,92280000,92280000
2025-07-29,2025-07-28,P1D,RIOGRAN2,Antioquia,131090000,178730000
2025-07-29,2025-07-28,P1D,PENOL,Antioquia,939070000,1016910000
2025-07-29,2025-07-28,P1D,TOMINE,CENTRO,378327000,378327000
2025-07-29,2025-07-28,P1D,TRONERAS,Antioquia,22010000,30460000
2025-07-29,2025-07-28,P1D,MUNA,Centro,5416000,5496000
2025-07-29,2025-07-28,P1D,AGREGADO,Centro,567860000,567860100
2025-07-29,2025-07-28,P1D,ELQUIMBO,Centro,2175936000,2640756000
2025-07-29,2025-07-28,P1D,PRADO,Centro,412240000,740060000
2025-07-29,2025-07-28,P1D,PLAYAS,Antioquia,50570000,70140000
2025-07-29,2025-07-28,P1D,MIRAFLOR,Antioquia,45430000,50750000
2025-07-29,2025-07-28,P1D,PORCE3,Antioquia,77310000,106760000
2025-07-29,2025-07-28,P1D,PORCE2,Antioquia,74370000,113160000
2025-07-29,2025-07-28,P1D,NEUSA,CENTRO,97253000,97253100
2025-07-29,2025-07-28,P1D,GUAVIO,Oriente,503787000,746547000
2025-07-10,2025-07-09,P1D,ALTOANCH,Valle,7990000,14310000
2025-07-10,2025-07-09,P1D,ITUANGO,Antioquia,102910000,1401910000
2025-07-10,2025-07-09,P1D,MIEL1,Caldas,333460000,379740000
2025-07-10,2025-07-09,P1D,PORCE3,Antioquia,90390000,119840000
2025-07-10,2025-07-09,P1D,PUNCHINA,Antioquia,10010000,23990000
2025-07-10,2025-07-09,P1D,BETANIA,Centro,669243000,1124743000
2025-07-10,2025-07-09,P1D,SISGA,CENTRO,88423000,88423000
2025-07-10,2025-07-09,P1D,NEUSA,CENTRO,96608000,96608100
2025-07-10,2025-07-09,P1D,URRA1,Caribe,1107550000,1461560000
2025-07-10,2025-07-09,P1D,SANLOREN,Antioquia,137660000,154520000
2025-07-10,2025-07-09,P1D,SALVAJIN,Valle,658370000,749820000
2025-07-10,2025-07-09,P1D,CALIMA1,Valle,362300000,466660000
2025-07-10,2025-07-09,P1D,RIOGRAN2,Antioquia,136720000,184360000
2025-07-10,2025-07-09,P1D,PENOL,Antioquia,983070000,1060910000
2025-07-10,2025-07-09,P1D,TOMINE,CENTRO,341078000,341078000
2025-07-10,2025-07-09,P1D,TRONERAS,Antioquia,12710000,21160000
2025-07-10,2025-07-09,P1D,ESMERALD,Oriente,544379000,565089000
2025-07-10,2025-07-09,P1D,SOGAMOSO,Centro,2636600000,3201230000
2025-07-10,2025-07-09,P1D,AGREGADO,Centro,526109000,526109100
2025-07-10,2025-07-09,P1D,CHUZA,Oriente,180559000,190879000
2025-07-10,2025-07-09,P1D,ELQUIMBO,Centro,2173576000,2638396000
2025-07-10,2025-07-09,P1D,PORCE2,Antioquia,53980000,92770000
2025-07-10,2025-07-09,P1D,PRADO,Centro,464430000,792250000
2025-07-10,2025-07-09,P1D,MUNA,Centro,12050000,12130000
2025-07-10,2025-07-09,P1D,PLAYAS,Antioquia,52360000,71930000
2025-07-10,2025-07-09,P1D,MIRAFLOR,Antioquia,36360000,41680000
2025-07-10,2025-07-09,P1D,GUAVIO,Oriente,498400000,741160000
2025-05-20,2025-05-19,P1D,ITUANGO,Antioquia,119060000,1418060000
2025-05-20,2025-05-19,P1D,MIEL1,Caldas,411860000,458140000
2025-05-20,2025-05-19,P1D,PUNCHINA,Antioquia,45750000,59730000
2025-05-20,2025-05-19,P1D,SANLOREN,Antioquia,145160000,162020000
