FechaHora,CodigoPlanta,precio,cantidad,cantidad_pos,Fecha,cluster,gamma_thumb,EQpos,EdQb
2025-05-01 00:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1633.0300561257736
2025-05-01 01:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1633.0300561257736
2025-05-01 02:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1633.0300561257736
2025-05-01 03:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1633.0300561257736
2025-05-01 04:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1633.0300561257736
2025-05-01 05:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1633.0300561257736
2025-05-01 06:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1304.5796265614088
2025-05-01 07:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1178.688446240237
2025-05-01 08:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1178.688446240237
2025-05-01 09:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1178.688446240237
2025-05-01 10:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-903.1158769107531
2025-05-01 11:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-903.1158769107531
2025-05-01 12:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-903.1158769107531
2025-05-01 13:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-737.3443623957152
2025-05-01 14:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-737.3443623957152
2025-05-01 15:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-737.3443623957152
2025-05-01 16:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-737.3443623957152
2025-05-01 17:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,583.9985115494327
2025-05-01 18:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,15139.35360126936
2025-05-01 19:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,24133.86201536
2025-05-01 20:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,24133.86201536
2025-05-01 21:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,12244.029339657765
2025-05-01 22:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,12250.582849969269
2025-05-01 23:00:00,2QEK,102.64,35000.0,35000.0,2025-05-01,8,3.7612735910422055,35000.0,-1633.0300561257736
2025-05-02 00:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-1882.7457669484556
2025-05-02 01:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-1882.7457669484556
2025-05-02 02:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-1882.7457669484556
2025-05-02 03:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-1882.7457669484556
2025-05-02 04:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-1882.7457669484556
2025-05-02 05:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-1838.0462470432808
2025-05-02 06:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-1389.7600591434261
2025-05-02 07:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-1035.2425185720308
2025-05-02 08:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,2036.9254803979366
2025-05-02 09:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,4203.025880472439
2025-05-02 10:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,13511.265099909433
2025-05-02 11:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,13511.265099909433
2025-05-02 12:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,13511.265099909433
2025-05-02 13:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,13511.265099909433
2025-05-02 14:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,13929.66772850779
2025-05-02 15:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,13807.944679063226
2025-05-02 16:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,13511.265099909433
2025-05-02 17:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,13103.546876905979
2025-05-02 18:00:00,2QEK,102.64,35000.0,35000.0,2025-05-02,1,3.7612735910422055,35000.0,-4205.145002205538
