FechaHora,CodigoPlanta,precio,cantidad,cantidad_pos,Fecha,cluster,EQpos,EdQb
2025-05-13 19:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,11085488.177683173,-175.5011971127776
2025-05-13 20:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,10961918.177683173,-175.5011971127776
2025-05-13 21:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,10033157.918022363,-7182.800988720539
2025-05-13 22:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,6527236.879840609,-2.7400315090077805e-35
2025-05-13 23:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,5904739.113366694,-2.7400315090077805e-35
2025-05-14 00:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,4838904.528118705,-1026.573498936095
2025-05-14 01:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,4538235.260244754,-1751.935369880349
2025-05-14 02:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,4356865.260244754,-1751.935369880349
2025-05-14 03:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,4282665.260244754,-1751.935369880349
2025-05-14 04:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,4421715.260244754,-1751.935369880349
2025-05-14 05:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,4865024.528118705,-1026.573498936095
2025-05-14 06:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,4918595.106406078,-1026.573498936095
2025-05-14 07:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,5274865.106406078,-1026.573498936095
2025-05-14 08:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,5514824.656651679,-1026.573498936095
2025-05-14 09:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,5757564.656651679,-1026.573498936095
2025-05-14 10:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,6100645.106406078,-1026.573498936095
2025-05-14 11:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,6394115.106406078,-1026.573498936095
2025-05-14 12:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,6367925.106406078,-1026.573498936095
2025-05-14 13:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,6442295.106406078,-1026.573498936095
2025-05-14 14:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,7341195.826873431,-1.7589752060086736e-35
2025-05-14 15:00:00,2QEK,102.64,35000.0,35000.0,2025-05-14,15,10340305.925205935,-1663.2215552755085
