FechaHora,CodigoPlanta,precio,cantidad,cantidad_pos,Fecha,cluster,gamma_thumb_ot,gamma_thumb,EQpos,EdQb
2025-05-12 08:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-392.49907073542255
2025-05-12 09:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-392.43132531606943
2025-05-12 10:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-386.2307959104089
2025-05-12 11:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-386.2307959104089
2025-05-12 12:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-386.2307959104089
2025-05-12 13:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-386.2307959104089
2025-05-12 14:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-382.9056832442529
2025-05-12 15:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-382.9056832442529
2025-05-12 16:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-384.9289278763745
2025-05-12 17:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-384.9289278763745
2025-05-12 18:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-192.96260864431537
2025-05-12 19:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-192.9626086443154
2025-05-12 20:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-206.51610426261217
2025-05-12 21:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-302.5995295565442
2025-05-12 22:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-390.1385095152678
2025-05-12 23:00:00,2QEK,102.64,35000.0,35000.0,2025-05-12,5,3.7612735910422055,170.07264776873248,35000.0,-390.70628420425993
2025-05-13 00:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,3.7612735910422055,170.07264776873248,35000.0,-368.6927200725244
2025-05-13 01:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,3.7612735910422055,170.07264776873248,35000.0,-368.6927200725244
2025-05-13 02:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,3.7612735910422055,170.07264776873248,35000.0,-368.6927200725244
2025-05-13 03:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,3.7612735910422055,170.07264776873248,35000.0,-368.6927200725244
2025-05-13 04:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,3.7612735910422055,170.07264776873248,35000.0,-368.6927200725244
2025-05-13 05:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,3.7612735910422055,170.07264776873248,35000.0,-368.6927200725244
2025-05-13 06:00:00,2QEK,102.64,35000.0,35000.0,2025-05-13,12,3.7612735910422055,170.07264776873248,35000.0,-375.32534318933017
