Fecha,CodigoPlanta,numerador,denominador,precio_d,phi,YearMonth
2025-04-27,3ENA,3567585.2375528994,7135170.475105799,889.28,889.78,2025-04
2025-04-27,3HF5,2925914.2634662767,5851828.526932553,101.37,101.87,2025-04
2025-04-27,3INX,2853269.1382345823,5706538.2764691645,97.37,97.87,2025-04
2025-04-27,3IQA,2225537.8225664617,4451075.6451329235,93.27,93.77,2025-04
2025-04-27,3IRX,2853269.1382345823,5706538.2764691645,95.37,95.87,2025-04
2025-04-27,3IZ6,2225537.8225664617,4451075.6451329235,95.37,95.87,2025-04
2025-04-27,ALBG,2797499.7708064844,5594999.541612969,104.61,105.11,2025-04
2025-04-27,CHBG,3089660.962412023,6179321.924824046,104.61,105.11,2025-04
2025-04-27,CHVR,1553585.8568582153,3107171.7137164306,104.61,105.11,2025-04
2025-04-27,CLL1,6587692.399714331,13175384.799428662,94.37,94.87,2025-04
2025-04-27,CLMG,3632569.78622252,7265139.57244504,817.37,817.87,2025-04
2025-04-27,CTG1,4960536.644661637,9921073.289323274,1727.79,1728.29,2025-04
2025-04-27,CTG2,5028006.706634951,10056013.413269902,1637.4,1637.9,2025-04
2025-04-27,CUC1,4966882.090949426,9933764.181898853,104.61,105.11,2025-04
2025-04-27,DVS1,3378481.0129266023,6756962.025853205,104.61,105.11,2025-04
2025-04-27,EPFV,4702274.431389106,9404548.862778213,101.37,101.87,2025-04
2025-04-27,GE32,5028006.706634951,10056013.413269902,276.58,277.08,2025-04
2025-04-27,GEC3,3567585.2375528994,7135170.475105799,290.28,290.78,2025-04
2025-04-27,GTPE,1912928.2345248698,3825856.4690497397,104.61,105.11,2025-04
2025-04-27,GTRG,2793701.5244586067,5587403.048917213,111.12,111.62,2025-04
2025-04-27,GVIO,1541911.9184658953,3083823.8369317907,104.61,105.11,2025-04
2025-04-27,GYPO,2076333.4096963261,4152666.8193926523,101.37,101.87,2025-04
2025-04-27,HMIN,6587692.399714331,13175384.799428662,94.37,94.87,2025-04
2025-04-27,HMLG,3025075.4586453806,6050150.917290761,104.61,105.11,2025-04
2025-04-27,JAGS,6491779.830206402,12983559.660412803,152.37,152.87,2025-04
2025-04-27,LTSJ,2890175.6617152486,5780351.323430497,111.12,111.62,2025-04
2025-04-27,MATA,2932259.7097540656,5864519.419508131,95.37,95.87,2025-04
2025-04-27,MOY1,4959171.114296146,9918342.228592291,113.81,114.31,2025-04
2025-04-27,MRL1,4049352.476224765,8098704.95244953,1044.4,1044.9,2025-04
2025-04-27,PES1,1601354.318245709,3202708.636491418,104.61,105.11,2025-04
2025-04-27,PGUG,1366880.8696303447,2733761.7392606894,106.87,107.37,2025-04
2025-04-27,PLYS,4158565.255393174,8317130.510786348,111.12,111.62,2025-04
2025-04-27,PPA1,3632569.78622252,7265139.57244504,297.98,298.48,2025-04
2025-04-27,PPA2,6587692.399714331,13175384.799428662,274.54,275.04,2025-04
2025-04-27,PPA4,4738687.106559807,9477374.213119615,251.26,251.76,2025-04
2025-04-27,PRC2,3363968.43374131,6727936.86748262,104.61,105.11,2025-04
2025-04-27,PRC3,2082184.3826758936,4164368.765351787,104.61,105.11,2025-04
2025-04-27,PRDO,6587692.399714331,13175384.799428662,104.61,105.11,2025-04
2025-04-27,QUI1,5222587.178980918,10445174.357961835,117.37,117.87,2025-04
2025-04-27,SLVJ,6587692.399714331,13175384.799428662,827.37,827.87,2025-04
2025-04-27,SMI1,4960536.644661637,9921073.289323274,104.61,105.11,2025-04
2025-04-27,SNCR,1111453.1979127496,2222906.395825499,104.61,105.11,2025-04
2025-04-27,SNFR,324744.5999627842,649489.1999255684,111.12,111.62,2025-04
2025-04-27,SOG1,1575024.1281677925,3150048.256335585,104.61,105.11,2025-04
2025-04-27,TBQ3,6583564.4732788205,13167128.946557641,1205.46,1205.96,2025-04
2025-04-27,TBQ4,4960536.644661637,9921073.289323274,1198.73,1199.23,2025-04
2025-04-27,TBST,4195316.55322102,8390633.10644204,721.85,722.35,2025-04
2025-04-27,TCDT,5028006.706634951,10056013.413269902,823.63,824.13,2025-04
2025-04-27,TDR1,3632569.78622252,7265139.57244504,2132.8,2133.3,2025-04
2025-04-27,TEC1,3632569.78622252,7265139.57244504,1422.3,1422.8,2025-04
2025-04-27,TFL1,6546850.616049853,13093701.232099706,1077.56,1078.06,2025-04
2025-04-27,TFL4,3632569.78622252,7265139.57244504,1542.05,1542.55,2025-04
2025-04-27,TGJ1,6546850.616049853,13093701.232099706,556.48,556.98,2025-04
2025-04-27,TPUY,4570112.324832495,9140224.64966499,101.67,102.17,2025-04
2025-04-27,TRM1,4195316.55322102,8390633.10644204,1966.01,1966.51,2025-04
2025-04-27,TRN1,4960536.644661637,9921073.289323274,949.37,949.87,2025-04
2025-04-27,TSJ1,4195316.55322102,8390633.10644204,293.35,293.85,2025-04
2025-04-27,TSJ2,6546850.616049853,13093701.232099706,332.37,332.87,2025-04
2025-04-27,TSR1,6587692.399714331,13175384.799428662,917.72,918.22,2025-04
2025-04-27,TVL1,4195316.55322102,8390633.10644204,1191.9,1192.4,2025-04
2025-04-27,TYP1,4960536.644661637,9921073.289323274,101.37,101.87,2025-04
2025-04-27,TYP3,3567585.2375528994,7135170.475105799,101.37,101.87,2025-04
2025-04-27,TYP4,3632569.78622252,7265139.57244504,935.37,935.87,2025-04
2025-04-27,URA1,2600543.5661438084,5201087.132287617,107.37,107.87,2025-04
2025-04-27,ZPA2,10200056.429048674,20400112.85809735,378.37,378.87,2025-04
2025-04-27,ZPA4,3632569.78622252,7265139.57244504,364.37,364.87,2025-04
2025-04-27,ZPA5,3632569.78622252,7265139.57244504,344.37,344.87,2025-04
2025-04-28,2QEK,3369094.442028121,6738188.884056242,104.61,105.11,2025-04
2025-04-28,3DDT,764665.3821968574,1529330.7643937147,101.37,101.87,2025-04
2025-04-28,3ENA,3314665.5416730167,6629331.0833460335,889.28,889.78,2025-04
2025-04-28,3HF5,2171520.435384386,4343040.870768772,101.37,101.87,2025-04
2025-04-28,3INX,2385949.1773662074,4771898.354732415,97.37,97.87,2025-04
2025-04-28,3IQA,2561662.1146793654,5123324.229358731,93.27,93.77,2025-04
2025-04-28,3IRX,2385949.1773662074,4771898.354732415,95.37,95.87,2025-04
2025-04-28,3IZ6,2487432.0023409547,4974864.004681909,95.37,95.87,2025-04
2025-04-28,ALBG,2840276.66161629,5680553.32323258,104.61,105.11,2025-04
2025-04-28,CHBG,2908429.0480947318,5816858.0961894635,106.87,107.37,2025-04
2025-04-28,CHVR,1438187.050862494,2876374.101724988,104.61,105.11,2025-04
2025-04-28,CLL1,3442448.610309365,6884897.22061873,94.37,94.87,2025-04
2025-04-28,CLMG,3443324.5543665313,6886649.108733063,817.37,817.87,2025-04
2025-04-28,CTG1,4297058.051122655,8594116.10224531,1727.79,1728.29,2025-04
2025-04-28,CTG2,3388895.654011427,6777791.308022854,1637.4,1637.9,2025-04
2025-04-28,CUC1,3722405.8167110067,7444811.633422013,104.61,105.11,2025-04
2025-04-28,DVS1,3369094.442028121,6738188.884056242,104.61,105.11,2025-04
2025-04-28,EPFV,2556495.3654788313,5112990.730957663,101.37,101.87,2025-04
2025-04-28,GE32,3388895.654011427,6777791.308022854,276.58,277.08,2025-04
2025-04-28,GEC3,3314665.5416730167,6629331.0833460335,290.28,290.78,2025-04
2025-04-28,GTPE,1648169.7665068684,3296339.533013737,104.61,105.11,2025-04
2025-04-28,GTRG,1637349.132479247,3274698.264958494,111.12,111.62,2025-04
2025-04-28,GVIO,1464118.173359038,2928236.346718076,104.61,105.11,2025-04
2025-04-28,GYPO,2072450.5834701692,4144901.1669403384,101.37,101.87,2025-04
2025-04-28,HMIN,3872207.0062427563,7744414.0124855125,94.37,94.87,2025-04
2025-04-28,HMLG,3146941.625141607,6293883.250283214,104.61,105.11,2025-04
2025-04-28,JAGS,2319538.165509563,4639076.331019126,104.61,105.11,2025-04
2025-04-28,LTSJ,2090016.077087088,4180032.154174176,104.61,105.11,2025-04
2025-04-28,MATA,2406694.1759470818,4813388.3518941635,95.37,95.87,2025-04
2025-04-28,MOY1,3434962.9593604705,6869925.918720941,112.49,112.99,2025-04
2025-04-28,MRL1,3726393.2186970916,7452786.437394183,1044.4,1044.9,2025-04
2025-04-28,PES1,1521887.141972979,3043774.283945958,104.61,105.11,2025-04
2025-04-28,PGUG,2027881.0718734367,4055762.1437468734,104.61,105.11,2025-04
2025-04-28,PLYS,3581610.451368976,7163220.902737952,111.12,111.62,2025-04
2025-04-28,PPA1,3443324.5543665313,6886649.108733063,297.98,298.48,2025-04
2025-04-28,PPA2,3872207.0062427563,7744414.0124855125,274.54,275.04,2025-04
2025-04-28,PPA3,3872207.0062427563,7744414.0124855125,285.53,286.03,2025-04
2025-04-28,PPA4,3362559.879788914,6725119.759577828,251.26,251.76,2025-04
2025-04-28,PRC2,2052211.9612343782,4104423.9224687563,104.61,105.11,2025-04
2025-04-28,PRC3,1742637.224372616,3485274.448745232,104.61,105.11,2025-04
2025-04-28,PRDO,3872207.0062427563,7744414.0124855125,104.61,105.11,2025-04
2025-04-28,PRG2,705329.951749733,1410659.903499466,714.52,715.02,2025-04
2025-04-28,QUI1,3616092.842052676,7232185.684105352,117.37,117.87,2025-04
2025-04-28,SLVJ,4442871.83866832,8885743.67733664,827.37,827.87,2025-04
2025-04-28,SMI1,3726393.2186970916,7452786.437394183,104.61,105.11,2025-04
2025-04-28,SNCR,1138980.2152318808,2277960.4304637616,104.61,105.11,2025-04
2025-04-28,SNFR,392218.14570439665,784436.2914087933,111.12,111.62,2025-04
2025-04-28,SOG1,1899266.985089751,3798533.970179502,104.61,105.11,2025-04
2025-04-28,TBQ3,4357123.373346441,8714246.746692883,1222.09,1222.59,2025-04
2025-04-28,TBQ4,4297058.051122655,8594116.10224531,1215.44,1215.94,2025-04
2025-04-28,TBST,3388895.654011427,6777791.308022854,730.1,730.6,2025-04
2025-04-28,TCDT,3388895.654011427,6777791.308022854,735.64,736.14,2025-04
2025-04-28,TDR1,3443324.5543665313,6886649.108733063,2132.8,2133.3,2025-04
2025-04-28,TEC1,3443324.5543665313,6886649.108733063,1422.3,1422.8,2025-04
2025-04-28,TFL1,2319538.165509563,4639076.331019126,1077.56,1078.06,2025-04
2025-04-28,TGJ1,2319538.165509563,4639076.331019126,556.48,556.98,2025-04
2025-04-28,TGJ2,101730.28150236534,203460.56300473068,536.68,537.18,2025-04
2025-04-28,TPUY,1003826.5247456378,2007653.0494912756,101.67,102.17,2025-04
2025-04-28,TRM1,3388895.654011427,6777791.308022854,1966.01,1966.51,2025-04
2025-04-28,TRN1,4297058.051122655,8594116.10224531,949.37,949.87,2025-04
2025-04-28,TSJ1,3388895.654011427,6777791.308022854,293.35,293.85,2025-04
2025-04-28,TSJ2,2319538.165509563,4639076.331019126,332.37,332.87,2025-04
2025-04-28,TSR1,4442871.83866832,8885743.67733664,917.72,918.22,2025-04
2025-04-28,TVL1,3388895.654011427,6777791.308022854,1191.9,1192.4,2025-04
2025-04-28,TYP1,3726393.2186970916,7452786.437394183,101.37,101.87,2025-04
2025-04-28,TYP3,3388895.654011427,6777791.308022854,101.37,101.87,2025-04
2025-04-28,TYP4,3443324.5543665313,6886649.108733063,935.37,935.87,2025-04
2025-04-28,URA1,3209759.3236830216,6419518.647366043,102.37,102.87,2025-04
2025-04-28,ZPA2,9294750.556058167,18589501.112116333,378.37,378.87,2025-04
2025-04-28,ZPA4,3443324.5543665313,6886649.108733063,364.37,364.87,2025-04
2025-04-28,ZPA5,3369094.442028121,6738188.884056242,344.37,344.87,2025-04
2025-04-29,2QEK,4529352.170041344,9058704.340082688,104.61,105.11,2025-04
2025-04-29,3DDT,4158109.0301791,8316218.0603582,101.37,101.87,2025-04
2025-04-29,3ENA,3531170.109974976,7062340.219949952,889.28,889.78,2025-04
2025-04-29,3HF5,4197442.536486668,8394885.072973335,101.37,101.87,2025-04
2025-04-29,3INX,2324221.987222708,4648443.974445416,97.37,97.87,2025-04
2025-04-29,3IQA,3431051.2983136247,6862102.596627249,93.27,93.77,2025-04
2025-04-29,3IRX,4196583.824415889,8393167.648831777,95.37,95.87,2025-04
2025-04-29,3IZ6,3647689.730354178,7295379.460708356,95.37,95.87,2025-04
2025-04-29,ALBG,2936337.1981022554,5872674.396204511,104.61,105.11,2025-04
2025-04-29,CHBG,2936337.1981022554,5872674.396204511,106.87,107.37,2025-04
2025-04-29,CHVR,2875422.6496921224,5750845.299384245,104.61,105.11,2025-04
2025-04-29,CLL1,5513154.177250593,11026308.354501186,94.37,94.87,2025-04
2025-04-29,CLMG,4312713.738000791,8625427.476001581,767.37,767.87,2025-04
2025-04-29,CTG1,5513154.177250593,11026308.354501186,1727.79,1728.29,2025-04
2025-04-29,CTG2,3308811.5352534433,6617623.070506887,1637.4,1637.9,2025-04
2025-04-29,CUC1,5512295.465179813,11024590.930359626,104.61,105.11,2025-04
2025-04-29,DVS1,3072162.422380325,6144324.84476065,104.61,105.11,2025-04
2025-04-29,EPFV,4197442.536486668,8394885.072973335,101.37,101.87,2025-04
2025-04-29,GE32,3308811.5352534433,6617623.070506887,282.83,283.33,2025-04
2025-04-29,GEC3,3531170.109974976,7062340.219949952,273.68,274.18,2025-04
2025-04-29,GTPE,2848569.8964139232,5697139.7928278465,104.61,105.11,2025-04
2025-04-29,GTRG,2775787.71540105,5551575.4308021,111.12,111.62,2025-04
2025-04-29,GVIO,1124219.3470284338,2248438.6940568676,104.61,105.11,2025-04
2025-04-29,GYPO,2142227.0431338707,4284454.086267741,101.37,101.87,2025-04
2025-04-29,HMIN,5513154.177250593,11026308.354501186,94.37,94.87,2025-04
2025-04-29,HMLG,3291180.810689997,6582361.621379994,104.61,105.11,2025-04
2025-04-29,JAGS,5473820.6709430255,10947641.341886051,104.61,105.11,2025-04
2025-04-29,LTSJ,3106869.477144535,6213738.95428907,104.61,105.11,2025-04
2025-04-29,MATA,2873090.077066314,5746180.154132628,95.37,95.87,2025-04
2025-04-29,MOY1,5504956.880737436,11009913.761474872,112.52,113.02,2025-04
2025-04-29,MRL1,5513154.177250593,11026308.354501186,1044.4,1044.9,2025-04
2025-04-29,PES1,1105534.103827537,2211068.207655074,104.61,105.11,2025-04
2025-04-29,PGUG,1650800.6083579173,3301601.2167158346,104.61,105.11,2025-04
2025-04-29,PLYS,3140634.9343702714,6281269.868740543,111.12,111.62,2025-04
2025-04-29,PPA1,4312713.738000791,8625427.476001581,297.98,298.48,2025-04
2025-04-29,PPA2,5513154.177250593,11026308.354501186,274.54,275.04,2025-04
2025-04-29,PPA3,5513154.177250593,11026308.354501186,285.53,286.03,2025-04
2025-04-29,PPA4,5173194.526838595,10346389.05367719,251.26,251.76,2025-04
2025-04-29,PRC2,3291180.810689997,6582361.621379994,104.61,105.11,2025-04
2025-04-29,PRC3,1817826.8367166936,3635653.673433387,104.61,105.11,2025-04
2025-04-29,PRDO,5513154.177250593,11026308.354501186,104.61,105.11,2025-04
2025-04-29,PRG2,5513154.177250593,11026308.354501186,714.52,715.02,2025-04
2025-04-29,QUI1,4928347.99222017,9856695.98444034,112.37,112.87,2025-04
2025-04-29,SLVJ,5513154.177250593,11026308.354501186,777.37,777.87,2025-04
2025-04-29,SMI1,5513154.177250593,11026308.354501186,104.61,105.11,2025-04
2025-04-29,SNCR,1173289.2517957573,2346578.5035915147,104.61,105.11,2025-04
2025-04-29,SNFR,203460.56300473068,406921.12600946135,111.12,111.62,2025-04
2025-04-29,SOG1,1698095.4457908594,3396190.891581719,104.61,105.11,2025-04
2025-04-29,TBQ3,5473820.6709430255,10947641.341886051,1222.07,1222.57,2025-04
2025-04-29,TBQ4,5513154.177250593,11026308.354501186,1215.43,1215.93,2025-04
2025-04-29,TBST,3308811.5352534433,6617623.070506887,730.1,730.6,2025-04
2025-04-29,TCDT,3308811.5352534433,6617623.070506887,735.62,736.12,2025-04
2025-04-29,TDR1,4312713.738000791,8625427.476001581,2132.8,2133.3,2025-04
2025-04-29,TEC1,4312713.738000791,8625427.476001581,1422.3,1422.8,2025-04
2025-04-29,TFL1,5473820.6709430255,10947641.341886051,907.01,907.51,2025-04
2025-04-29,TGJ1,5473820.6709430255,10947641.341886051,539.04,539.54,2025-04
2025-04-29,TGJ2,4241025.614561614,8482051.229123227,536.68,537.18,2025-04
2025-04-29,TPUY,4158109.0301791,8316218.0603582,101.67,102.17,2025-04
2025-04-29,TRM1,3308811.5352534433,6617623.070506887,1966.01,1966.51,2025-04
2025-04-29,TRN1,5513154.177250593,11026308.354501186,949.37,949.87,2025-04
2025-04-29,TSJ1,3933729.876115789,7867459.752231578,293.35,293.85,2025-04
2025-04-29,TSJ2,5473820.6709430255,10947641.341886051,332.37,332.87,2025-04
2025-04-29,TSR1,5513154.177250593,11026308.354501186,917.72,918.22,2025-04
2025-04-29,TVL1,3933729.876115789,7867459.752231578,1191.9,1192.4,2025-04
2025-04-29,TYP1,5513154.177250593,11026308.354501186,101.37,101.87,2025-04
2025-04-29,TYP3,3308811.5352534433,6617623.070506887,101.37,101.87,2025-04
2025-04-29,TYP4,4312713.738000791,8625427.476001581,935.37,935.87,2025-04
2025-04-29,URA1,3052215.308360253,6104430.616720506,101.37,101.87,2025-04
2025-04-29,ZPA2,4206385.494591547,8412770.989183094,378.37,378.87,2025-04
2025-04-29,ZPA4,4312713.738000791,8625427.476001581,364.37,364.87,2025-04
2025-04-29,ZPA5,4529352.170041344,9058704.340082688,344.37,344.87,2025-04
2025-04-30,2QEK,10642315.979919871,21284631.959839743,104.61,105.11,2025-04
2025-04-30,3DDT,16459243.831427708,32918487.662855417,101.37,101.87,2025-04
2025-04-30,3ENA,22731339.668529306,45462679.33705861,889.28,889.78,2025-04
2025-04-30,3HF5,12650624.873814512,25301249.747629024,101.37,101.87,2025-04
2025-04-30,3INX,9422795.990442324,18845591.98088465,97.37,97.87,2025-04
2025-04-30,3IQA,11921263.509534553,23842527.019069105,93.27,93.77,2025-04
2025-04-30,3IRX,9528071.918510053,19056143.837020107,95.37,95.87,2025-04
2025-04-30,3IZ6,8506066.82939881,17012133.65879762,95.37,95.87,2025-04
2025-04-30,ALBG,7994597.904414613,15989195.808829226,104.61,105.11,2025-04
2025-04-30,CHBG,20403217.50955196,40806435.01910392,106.87,107.37,2025-04
2025-04-30,CHVR,7267996.205949072,14535992.411898144,104.61,105.11,2025-04
2025-04-30,CLL1,29318400.25909542,58636800.51819084,96.37,96.87,2025-04
2025-04-30,CLMG,15570174.514505722,31140349.029011443,717.37,717.87,2025-04
2025-04-30,CTG1,20364491.671434797,40728983.342869595,1727.79,1728.29,2025-04
2025-04-30,CTG2,28063504.288573645,56127008.57714729,1637.4,1637.9,2025-04
2025-04-30,CUC1,26257925.42363396,52515850.84726792,104.61,105.11,2025-04
2025-04-30,DVS1,12551547.799765991,25103095.599531982,104.61,105.11,2025-04
2025-04-30,EPFV,16794791.248490054,33589582.49698011,101.37,101.87,2025-04
2025-04-30,GE32,28063504.288573645,56127008.57714729,292.77,293.27,2025-04
2025-04-30,GEC3,9520219.496695,19040438.99339,273.06,273.56,2025-04
2025-04-30,GTPE,5280731.693244548,10561463.386489095,104.61,105.11,2025-04
2025-04-30,GTRG,28168779.82093132,56337559.64186264,111.12,111.62,2025-04
2025-04-30,GVIO,7507668.978794128,15015337.957588255,104.61,105.11,2025-04
2025-04-30,GYPO,6223025.796859198,12446051.593718396,101.37,101.87,2025-04
2025-04-30,HMIN,20407538.915788483,40815077.831576966,96.37,96.87,2025-04
2025-04-30,HMLG,18898209.458497908,37796418.916995816,104.61,105.11,2025-04
2025-04-30,JAGS,20440473.466899287,40880946.933798574,104.61,105.11,2025-04
2025-04-30,LTSJ,8979292.335218238,17958584.670436475,104.61,105.11,2025-04
2025-04-30,MATA,11660466.30540026,23320932.61080052,95.37,95.87,2025-04
2025-04-30,MOY1,20250616.142380904,40501232.28476181,112.53,113.03,2025-04
