FechaHora,CodigoPlanta,precio,cantidad,Fecha,cluster,EQpos,EdQb
2025-05-05 06:00:00,3IQA,91.3,1349.98,2025-05-05,3,4965087.51268389,-54118.01274988986
2025-05-05 07:00:00,3IQA,91.3,4000.0,2025-05-05,3,5346340.398663819,-54118.01274988986
2025-05-05 08:00:00,3IQA,91.3,7000.0,2025-05-05,3,6504440.293631602,1929070.8477170432
2025-05-05 09:00:00,3IQA,91.3,9000.0,2025-05-05,3,8991101.204656346,-183237.09538606842
2025-05-05 10:00:00,3IQA,91.3,15000.0,2025-05-05,3,9306478.486555904,-134568.26033080867
2025-05-05 11:00:00,3IQA,91.3,19000.0,2025-05-05,3,9570148.486555904,-134568.26033080867
2025-05-05 12:00:00,3IQA,91.3,20000.0,2025-05-05,3,9620516.925986212,-134600.75213749413
2025-05-05 13:00:00,3IQA,91.3,17000.0,2025-05-05,3,9722610.533832705,178350.82242934618
2025-05-05 14:00:00,3IQA,91.3,15000.0,2025-05-05,3,9961190.533832705,178350.82242934618
2025-05-05 15:00:00,3IQA,91.3,14000.0,2025-05-05,3,10008680.533832705,178350.82242934618
2025-05-05 16:00:00,3IQA,91.3,7000.0,2025-05-05,3,9918200.533832705,178350.82242934618
2025-05-05 17:00:00,3IQA,91.3,2000.0,2025-05-05,3,9744290.785308069,178349.62792136442
2025-05-05 06:00:00,3IRX,93.39,3000.0,2025-05-05,3,4965087.51268389,-54118.01274988986
2025-05-05 07:00:00,3IRX,93.39,10000.0,2025-05-05,3,5346340.398663819,-54118.01274988986
2025-05-05 08:00:00,3IRX,93.39,30000.0,2025-05-05,3,6504440.293631602,1929070.8477170432
2025-05-05 09:00:00,3IRX,93.39,53000.0,2025-05-05,3,8991101.204656346,-183237.09538606842
2025-05-05 10:00:00,3IRX,93.39,62000.0,2025-05-05,3,9306478.486555904,-134568.26033080867
2025-05-05 11:00:00,3IRX,93.39,70000.0,2025-05-05,3,9570148.486555904,-134568.26033080867
2025-05-05 12:00:00,3IRX,93.39,73000.0,2025-05-05,3,9620516.925986212,-134600.75213749413
2025-05-05 13:00:00,3IRX,93.39,62000.0,2025-05-05,3,9722610.533832705,178350.82242934618
2025-05-05 14:00:00,3IRX,93.39,56000.0,2025-05-05,3,9961190.533832705,178350.82242934618
2025-05-05 15:00:00,3IRX,93.39,44000.0,2025-05-05,3,10008680.533832705,178350.82242934618
2025-05-05 16:00:00,3IRX,93.39,20000.0,2025-05-05,3,9918200.533832705,178350.82242934618
2025-05-05 17:00:00,3IRX,93.39,5000.0,2025-05-05,3,9744290.785308069,178349.62792136442
2025-05-06 06:00:00,3IRX,93.39,4000.0,2025-05-06,9,6183896.684959054,1793617.5117074272
2025-05-06 07:00:00,3IRX,93.39,12080.08,2025-05-06,9,8521390.615028705,-154636.3424019032
2025-05-06 08:00:00,3IRX,93.39,34000.0,2025-05-06,9,8893147.665583955,180692.63143686016
2025-05-06 09:00:00,3IRX,93.39,57000.0,2025-05-06,9,9121537.665583955,180692.63143686016
2025-05-06 10:00:00,3IRX,93.39,67000.0,2025-05-06,9,9451242.470820084,180692.63143686016
2025-05-06 11:00:00,3IRX,93.39,72000.0,2025-05-06,9,10123161.795281895,7.367928774048342
2025-05-06 12:00:00,3IRX,93.39,73000.0,2025-05-06,9,10068421.795281895,7.367928774048342
2025-05-06 13:00:00,3IRX,93.39,67000.0,2025-05-06,9,10159541.795281895,7.367928774048342
2025-05-06 14:00:00,3IRX,93.39,58000.0,2025-05-06,9,10351529.718477588,0.0001327102456655896
2025-05-06 15:00:00,3IRX,93.39,44000.0,2025-05-06,9,10397129.718477588,0.0001327102456655896
2025-05-06 16:00:00,3IRX,93.39,19000.0,2025-05-06,9,10313339.718497634,3.009658318638905e-16
2025-05-06 17:00:00,3IRX,93.39,3158.36,2025-05-06,9,10167521.795281895,7.367928774048342
2025-05-05 07:00:00,3IZ6,92.39,10000.0,2025-05-05,3,5346340.398663819,-54118.01274988986
2025-05-05 08:00:00,3IZ6,92.39,42000.0,2025-05-05,3,6504440.293631602,1929070.8477170432
2025-05-05 09:00:00,3IZ6,92.39,66000.0,2025-05-05,3,8991101.204656346,-183237.09538606842
2025-05-05 10:00:00,3IZ6,92.39,74605.07,2025-05-05,3,9321318.56986307,-161459.73017934553
2025-05-05 11:00:00,3IZ6,92.39,80000.0,2025-05-05,3,9570148.486555904,-134568.26033080867
2025-05-05 12:00:00,3IZ6,92.39,81000.0,2025-05-05,3,9620516.925986212,-134600.75213749413
2025-05-05 13:00:00,3IZ6,92.39,79270.0,2025-05-05,3,9722610.533832705,178350.82242934618
2025-05-05 14:00:00,3IZ6,92.39,78000.0,2025-05-05,3,9961190.533832705,178350.82242934618
2025-05-05 15:00:00,3IZ6,92.39,41000.0,2025-05-05,3,10008680.533832705,178350.82242934618
2025-05-05 16:00:00,3IZ6,92.39,10000.0,2025-05-05,3,9918200.533832705,178350.82242934618
2025-05-05 17:00:00,3IZ6,92.39,7430.0,2025-05-05,3,9744290.785308069,178349.62792136442
2025-05-05 18:00:00,3IZ6,92.39,120.0,2025-05-05,3,11084527.694054307,-5.526897059320415e-38
2025-05-06 06:00:00,3IZ6,92.39,4369.57,2025-05-06,9,6183896.684959054,1793617.5117074272
2025-05-06 07:00:00,3IZ6,92.39,21000.0,2025-05-06,9,8521390.615028705,-154636.3424019032
2025-05-06 08:00:00,3IZ6,92.39,45000.0,2025-05-06,9,8893147.665583955,180692.63143686016
2025-05-06 09:00:00,3IZ6,92.39,58000.0,2025-05-06,9,9121537.665583955,180692.63143686016
2025-05-06 10:00:00,3IZ6,92.39,66000.0,2025-05-06,9,9451242.470820084,180692.63143686016
2025-05-06 11:00:00,3IZ6,92.39,81000.0,2025-05-06,9,10123161.795281895,7.367928774048342
2025-05-06 12:00:00,3IZ6,92.39,87000.0,2025-05-06,9,10068421.795281895,7.367928774048342
2025-05-06 13:00:00,3IZ6,92.39,70923.44,2025-05-06,9,10159541.795281895,7.367928774048342
2025-05-06 14:00:00,3IZ6,92.39,64290.0,2025-05-06,9,10387361.547077848,224.76779970201483
2025-05-06 15:00:00,3IZ6,92.39,16980.0,2025-05-06,9,10397129.718477588,0.0001327102456655896
2025-05-06 16:00:00,3IZ6,92.39,10000.0,2025-05-06,9,10313339.718497634,3.009658318638905e-16
2025-05-06 17:00:00,3IZ6,92.39,4570.0,2025-05-06,9,10167521.795281895,7.367928774048342
2025-05-05 00:00:00,ALBG,102.64,427000.0,2025-05-05,3,4923599.552759194,-55049.39646215235
2025-05-05 01:00:00,ALBG,102.64,427000.0,2025-05-05,3,4680929.552760916,-55049.39647291591
2025-05-05 02:00:00,ALBG,102.64,427000.0,2025-05-05,3,4517189.552760916,-55049.39647291591
2025-05-05 03:00:00,ALBG,102.64,427000.0,2025-05-05,3,4447459.552760916,-55049.39647291591
2025-05-05 04:00:00,ALBG,102.64,427000.0,2025-05-05,3,4656669.552760916,-55049.39647291591
2025-05-05 05:00:00,ALBG,102.64,427000.0,2025-05-05,3,5136981.568689127,-55049.39647065838
2025-05-05 06:00:00,ALBG,102.64,427000.0,2025-05-05,3,5135435.866415301,-54118.01274988986
2025-05-05 07:00:00,ALBG,102.64,427000.0,2025-05-05,3,5536635.866415301,-54118.01274988986
2025-05-05 08:00:00,ALBG,102.64,427000.0,2025-05-05,3,6648082.848769444,1821338.931363662
2025-05-05 09:00:00,ALBG,102.64,427000.0,2025-05-05,3,8991269.392796835,-183867.8009129032
2025-05-05 10:00:00,ALBG,102.64,427000.0,2025-05-05,3,9306593.503934672,-135011.0772390647
2025-05-05 11:00:00,ALBG,102.64,427000.0,2025-05-05,3,9570263.503934672,-135011.0772390647
2025-05-05 12:00:00,ALBG,102.64,427000.0,2025-05-05,3,9641192.932907682,178339.42682320706
2025-05-05 13:00:00,ALBG,102.64,427000.0,2025-05-05,3,9722612.932907682,178339.42682320706
2025-05-05 14:00:00,ALBG,102.64,427000.0,2025-05-05,3,9961192.932907682,178339.42682320706
2025-05-05 15:00:00,ALBG,102.64,427000.0,2025-05-05,3,10008682.932907682,178339.42682320706
2025-05-05 16:00:00,ALBG,102.64,427000.0,2025-05-05,3,9918202.932907682,178339.42682320706
2025-05-05 17:00:00,ALBG,102.64,427000.0,2025-05-05,3,9744292.932907682,178339.42682320633
2025-05-05 18:00:00,ALBG,102.64,427000.0,2025-05-05,3,11084926.63633471,4.378622820752644e-26
2025-05-05 19:00:00,ALBG,102.64,427000.0,2025-05-05,3,11230216.63633471,4.378622820752644e-26
2025-05-05 20:00:00,ALBG,102.64,427000.0,2025-05-05,3,11041579.812331757,-1.6226661041612736e-26
2025-05-05 21:00:00,ALBG,102.64,427000.0,2025-05-05,3,10169354.612860741,1886.765090870246
2025-05-05 22:00:00,ALBG,102.64,427000.0,2025-05-05,3,9115394.265727114,178333.0959309054
2025-05-05 23:00:00,ALBG,102.64,427000.0,2025-05-05,3,8486932.536708845,-162487.1058529845
2025-05-06 00:00:00,ALBG,102.64,427000.0,2025-05-06,9,6058329.900623841,1763177.1036695265
2025-05-06 01:00:00,ALBG,102.64,427000.0,2025-05-06,9,5052042.623437339,-55058.679843054924
2025-05-06 02:00:00,ALBG,102.64,427000.0,2025-05-06,9,4858812.623437339,-55058.679843054924
2025-05-06 03:00:00,ALBG,102.64,427000.0,2025-05-06,9,4768512.623437339,-55058.679843054924
2025-05-06 04:00:00,ALBG,102.64,427000.0,2025-05-06,9,4934292.623437339,-55058.679843054924
2025-05-06 05:00:00,ALBG,102.64,427000.0,2025-05-06,9,6101279.900623841,1763177.1036695265
2025-05-06 06:00:00,ALBG,102.64,427000.0,2025-05-06,9,6312482.368489156,1697178.249059851
2025-05-06 07:00:00,ALBG,102.64,427000.0,2025-05-06,9,8521493.576078461,-155032.74244346572
2025-05-06 08:00:00,ALBG,102.64,427000.0,2025-05-06,9,8893149.813183568,180682.43033870208
2025-05-06 09:00:00,ALBG,102.64,427000.0,2025-05-06,9,9121539.813183568,180682.43033870208
2025-05-06 10:00:00,ALBG,102.64,421000.0,2025-05-06,9,9451244.618419698,180682.43033870208
2025-05-06 11:00:00,ALBG,102.64,403000.0,2025-05-06,9,10123161.795281895,7.367928774048342
2025-05-06 12:00:00,ALBG,102.64,403000.0,2025-05-06,9,10068421.795281895,7.367928774048342
2025-05-06 13:00:00,ALBG,102.64,403000.0,2025-05-06,9,10159071.547077848,224.76779970201483
2025-05-06 14:00:00,ALBG,102.64,403000.0,2025-05-06,9,10351529.718477588,0.0001327102456655896
2025-05-06 15:00:00,ALBG,102.64,403000.0,2025-05-06,9,10397129.718477588,0.0001327102456655896
2025-05-06 16:00:00,ALBG,102.64,403000.0,2025-05-06,9,10313339.718497634,3.009658318638905e-16
